id_transacao,data_venda,ano,mes,nome_mes,ano_mes,trimestre,dia_semana,dia_mes,hora_venda,hora,faixa_horario,tipo_sorvete,sabor,quantidade,valor_total,ticket_transacao,ticket_medio,valor_unitario_estimado,cidade,estado,canal_venda,promocao,promocao_label,id_cliente,cliente_recorrente,qtd_transacoes_cliente,flag_sabor_nao_informado,flag_cidade_nao_informada,flag_outlier_valor_total,registro_valido_powerbi
24359,2025-05-09,2025,5,Maio,2025-05,T2,Sexta,9,19:15,19,Noite,Pote,Baunilha,3,35.64,35.64,11.88,11.88,Nunes De Novaes,ES,Loja Física,True,Com Promocao,CLI5864,True,4,False,False,False,True
24360,2025-06-02,2025,6,Junho,2025-06,T2,Segunda,2,08:15,8,Manha,Pote,Chocolate,2,28.26,28.26,14.13,14.13,Sá De Pinto,TO,Loja Física,False,Sem Promocao,CLI4382,True,7,False,False,False,True
24361,2025-04-15,2025,4,Abril,2025-04,T2,Terca,15,14:30,14,Tarde,Sundae,Caramelo,2,12.8,12.8,6.4,6.4,Cavalcanti De Goiás,PA,Parceiro,False,Sem Promocao,CLI1916,True,7,False,False,False,True
24362,2025-06-28,2025,6,Junho,2025-06,T2,Sabado,28,12:15,12,Tarde,Casquinha,Limão,3,30.37,30.37,10.12,10.12,Azevedo Do Amparo,RJ,Loja Física,True,Com Promocao,CLI9303,True,8,False,False,False,True
24363,2025-08-21,2025,8,Agosto,2025-08,T3,Quinta,21,09:45,9,Manha,Casquinha,Chocolate,4,21.7,21.7,5.42,5.42,Guerra Da Prata,SE,Loja Física,True,Com Promocao,CLI3698,True,8,False,False,False,True
24365,2025-03-20,2025,3,Marco,2025-03,T1,Quinta,20,17:00,17,Tarde,Pote,Limão,2,18.52,18.52,9.26,9.26,Araújo,RO,Parceiro,False,Sem Promocao,CLI9646,True,9,False,False,False,True
24366,2025-04-26,2025,4,Abril,2025-04,T2,Sabado,26,13:15,13,Tarde,Sundae,Limão,1,8.9,8.9,8.9,8.9,Novaes,AL,App,False,Sem Promocao,CLI1369,True,6,False,False,False,True
24367,2025-06-20,2025,6,Junho,2025-06,T2,Sexta,20,15:15,15,Tarde,Pote,Limão,3,17.6,17.6,5.87,5.87,Fogaça Da Mata,TO,Parceiro,True,Com Promocao,CLI3584,True,8,False,False,False,True
24368,2025-04-08,2025,4,Abril,2025-04,T2,Terca,8,17:45,17,Tarde,Picolé,Chocolate,3,28.07,28.07,9.36,9.36,Moura De Garcia,AP,Loja Física,True,Com Promocao,CLI7373,True,5,False,False,False,True
24369,2025-07-21,2025,7,Julho,2025-07,T3,Segunda,21,21:15,21,Noite,Sundae,Morango,2,23.36,23.36,11.68,11.68,Cunha Do Norte,MG,Loja Física,False,Sem Promocao,CLI6631,True,2,False,False,False,True
24370,2025-07-28,2025,7,Julho,2025-07,T3,Segunda,28,16:15,16,Tarde,Milkshake,Açaí,2,28.14,28.14,14.07,14.07,Montenegro,MS,Parceiro,False,Sem Promocao,CLI7232,True,4,False,False,False,True
24371,2025-02-28,2025,2,Fevereiro,2025-02,T1,Sexta,28,14:45,14,Tarde,Casquinha,Baunilha,4,24.65,24.65,6.16,6.16,Almeida Do Campo,AM,App,True,Com Promocao,CLI3543,True,5,False,False,False,True
24372,2025-04-14,2025,4,Abril,2025-04,T2,Segunda,14,10:00,10,Manha,Picolé,Chocolate,2,18.44,18.44,9.22,9.22,Caldeira Do Galho,DF,Loja Física,False,Sem Promocao,CLI7606,True,5,False,False,False,True
24373,2025-03-23,2025,3,Marco,2025-03,T1,Domingo,23,11:00,11,Manha,Milkshake,Açaí,3,31.35,31.35,10.45,10.45,Rezende Alegre,PA,Loja Física,True,Com Promocao,CLI9155,True,7,False,False,False,True
24374,2025-04-28,2025,4,Abril,2025-04,T2,Segunda,28,11:45,11,Manha,Pote,Limão,5,31.71,31.71,6.34,6.34,Vargas,SC,Parceiro,True,Com Promocao,CLI5717,True,7,False,False,False,True
24375,2025-04-30,2025,4,Abril,2025-04,T2,Quarta,30,18:00,18,Noite,Pote,Açaí,2,15.8,15.8,7.9,7.9,Campos,SP,Loja Física,True,Com Promocao,CLI6358,True,6,False,False,False,True
24376,2025-03-02,2025,3,Marco,2025-03,T1,Domingo,2,15:15,15,Tarde,Sundae,Cookies,4,24.36,24.36,6.09,6.09,Araújo,AC,Parceiro,False,Sem Promocao,CLI3458,True,4,False,False,False,True
24378,2025-04-11,2025,4,Abril,2025-04,T2,Sexta,11,14:30,14,Tarde,Sundae,Baunilha,4,17.42,17.42,4.36,4.36,Souza Da Mata,AP,App,True,Com Promocao,CLI6259,True,7,False,False,False,True
24379,2025-07-29,2025,7,Julho,2025-07,T3,Terca,29,22:15,22,Noite,Sundae,Açaí,3,37.17,37.17,12.39,12.39,Teixeira Da Praia,BA,Parceiro,False,Sem Promocao,CLI7615,True,4,False,False,False,True
24380,2025-07-26,2025,7,Julho,2025-07,T3,Sabado,26,21:00,21,Noite,Sundae,Limão,2,22.96,22.96,11.48,11.48,Siqueira Do Amparo,PI,App,False,Sem Promocao,CLI1009,True,5,False,False,False,True
24381,2025-06-04,2025,6,Junho,2025-06,T2,Quarta,4,15:45,15,Tarde,Pote,Cookies,2,24.32,24.32,12.16,12.16,Da Conceição,DF,App,True,Com Promocao,CLI4719,True,6,False,False,False,True
24382,2025-07-30,2025,7,Julho,2025-07,T3,Quarta,30,16:30,16,Tarde,Casquinha,Caramelo,5,62.05,62.05,12.41,12.41,Moura,MT,App,False,Sem Promocao,CLI6752,True,6,False,False,False,True
24383,2025-06-23,2025,6,Junho,2025-06,T2,Segunda,23,10:30,10,Manha,Milkshake,Baunilha,3,14.74,14.74,4.91,4.91,Cavalcanti Do Amparo,SP,Loja Física,True,Com Promocao,CLI1411,True,11,False,False,False,True
24384,2025-07-23,2025,7,Julho,2025-07,T3,Quarta,23,21:00,21,Noite,Pote,Morango,3,17.91,17.91,5.97,5.97,Borges,AP,Loja Física,False,Sem Promocao,CLI2812,True,2,False,False,False,True
24385,2025-05-17,2025,5,Maio,2025-05,T2,Sabado,17,17:15,17,Tarde,Milkshake,Caramelo,2,29.5,29.5,14.75,14.75,Caldeira,DF,App,False,Sem Promocao,CLI9719,True,3,False,False,False,True
24386,2025-08-19,2025,8,Agosto,2025-08,T3,Terca,19,09:45,9,Manha,Pote,Chocolate,5,56.7,56.7,11.34,11.34,Albuquerque,PI,Parceiro,False,Sem Promocao,CLI6000,True,9,False,False,False,True
24387,2025-05-14,2025,5,Maio,2025-05,T2,Quarta,14,16:30,16,Tarde,Pote,Limão,5,34.86,34.86,6.97,6.97,Vasconcelos,RO,App,True,Com Promocao,CLI9543,True,5,False,False,False,True
24388,2025-06-18,2025,6,Junho,2025-06,T2,Quarta,18,08:30,8,Manha,Casquinha,Açaí,4,43.66,43.66,10.92,10.92,Marques,RO,Parceiro,True,Com Promocao,CLI8901,True,3,False,False,False,True
24389,2025-08-04,2025,8,Agosto,2025-08,T3,Segunda,4,12:45,12,Tarde,Sundae,Morango,5,23.97,23.97,4.79,4.79,Moura,RJ,Parceiro,True,Com Promocao,CLI4648,True,7,False,False,False,True
24390,2025-04-02,2025,4,Abril,2025-04,T2,Quarta,2,18:30,18,Noite,Pote,Cookies,5,54.68,54.68,10.94,10.94,Campos De Minas,ES,Loja Física,True,Com Promocao,CLI9385,True,5,False,False,False,True
24391,2025-04-18,2025,4,Abril,2025-04,T2,Sexta,18,12:15,12,Tarde,Picolé,Baunilha,5,40.75,40.75,8.15,8.15,Alves De Lopes,PA,App,False,Sem Promocao,CLI7189,True,5,False,False,False,True
24392,2025-03-15,2025,3,Marco,2025-03,T1,Sabado,15,19:15,19,Noite,Pote,Açaí,5,59.55,59.55,11.91,11.91,Casa Grande Alegre,SE,App,True,Com Promocao,CLI4676,True,5,False,False,False,True
24393,2025-05-05,2025,5,Maio,2025-05,T2,Segunda,5,18:30,18,Noite,Milkshake,Cookies,1,6.06,6.06,6.06,6.06,Sá,PI,Parceiro,True,Com Promocao,CLI4916,True,8,False,False,False,True
24394,2025-05-29,2025,5,Maio,2025-05,T2,Quinta,29,17:30,17,Tarde,Pote,Morango,4,55.84,55.84,13.96,13.96,Fonseca Do Campo,MS,App,False,Sem Promocao,CLI2179,True,10,False,False,False,True
24395,2025-08-17,2025,8,Agosto,2025-08,T3,Domingo,17,21:30,21,Noite,Picolé,Açaí,4,29.12,29.12,7.28,7.28,Da Cunha Do Sul,MS,Parceiro,True,Com Promocao,CLI2688,True,6,False,False,False,True
24396,2025-04-21,2025,4,Abril,2025-04,T2,Segunda,21,18:45,18,Noite,Sundae,Caramelo,5,39.1,39.1,7.82,7.82,Borges De Siqueira,PR,App,False,Sem Promocao,CLI7421,True,10,False,False,False,True
24397,2025-08-01,2025,8,Agosto,2025-08,T3,Sexta,1,17:00,17,Tarde,Milkshake,Baunilha,1,6.99,6.99,6.99,6.99,Almeida Verde,SC,Loja Física,True,Com Promocao,CLI7887,True,6,False,False,False,True
24398,2025-05-11,2025,5,Maio,2025-05,T2,Domingo,11,14:45,14,Tarde,Sundae,Cookies,2,12.58,12.58,6.29,6.29,Monteiro Dos Dourados,TO,Parceiro,False,Sem Promocao,CLI9891,True,5,False,False,False,True
24399,2025-06-27,2025,6,Junho,2025-06,T2,Sexta,27,21:30,21,Noite,Picolé,Limão,1,14.5,14.5,14.5,14.5,Pinto,SE,App,False,Sem Promocao,CLI1822,True,7,False,False,False,True
24400,2025-07-23,2025,7,Julho,2025-07,T3,Quarta,23,08:00,8,Manha,Picolé,Chocolate,3,31.35,31.35,10.45,10.45,Garcia,SE,Loja Física,False,Sem Promocao,CLI4107,True,8,False,False,False,True
24401,2025-05-02,2025,5,Maio,2025-05,T2,Sexta,2,18:00,18,Noite,Casquinha,Chocolate,3,22.71,22.71,7.57,7.57,Da Rosa,AP,Loja Física,False,Sem Promocao,CLI3933,True,6,False,False,False,True
24402,2025-02-23,2025,2,Fevereiro,2025-02,T1,Domingo,23,11:15,11,Manha,Sundae,Menta,5,24.54,24.54,4.91,4.91,Campos,AM,App,True,Com Promocao,CLI3921,True,4,False,False,False,True
24403,2025-03-26,2025,3,Marco,2025-03,T1,Quarta,26,10:15,10,Manha,Sundae,Morango,5,59.05,59.05,11.81,11.81,Lopes Da Praia,TO,Parceiro,False,Sem Promocao,CLI6005,True,8,False,False,False,True
24404,2025-05-01,2025,5,Maio,2025-05,T2,Quinta,1,22:30,22,Noite,Pote,Menta,3,19.08,19.08,6.36,6.36,Castro,SC,App,True,Com Promocao,CLI2330,True,5,False,False,False,True
24405,2025-06-29,2025,6,Junho,2025-06,T2,Domingo,29,14:30,14,Tarde,Sundae,Chocolate,1,5.99,5.99,5.99,5.99,Nascimento,RJ,Loja Física,False,Sem Promocao,CLI5301,True,7,False,False,False,True
24406,2025-03-31,2025,3,Marco,2025-03,T1,Segunda,31,08:45,8,Manha,Casquinha,Morango,5,42.85,42.85,8.57,8.57,Santos,CE,Parceiro,True,Com Promocao,CLI6775,True,6,False,False,False,True
24407,2025-08-13,2025,8,Agosto,2025-08,T3,Quarta,13,13:15,13,Tarde,Milkshake,Limão,5,60.0,60.0,12.0,12.0,Cirino,MA,App,False,Sem Promocao,CLI4722,True,10,False,False,False,True
24408,2025-08-14,2025,8,Agosto,2025-08,T3,Quinta,14,08:15,8,Manha,Milkshake,Chocolate,1,8.93,8.93,8.93,8.93,Monteiro,DF,App,False,Sem Promocao,CLI9864,True,7,False,False,False,True
24409,2025-03-29,2025,3,Marco,2025-03,T1,Sabado,29,22:45,22,Noite,Sundae,Baunilha,4,17.1,17.1,4.28,4.28,Gomes De Siqueira,DF,App,True,Com Promocao,CLI6479,True,6,False,False,False,True
24410,2025-06-16,2025,6,Junho,2025-06,T2,Segunda,16,11:00,11,Manha,Picolé,Menta,3,33.0,33.0,11.0,11.0,Correia Das Flores,TO,App,False,Sem Promocao,CLI2474,True,4,False,False,False,True
24411,2025-06-15,2025,6,Junho,2025-06,T2,Domingo,15,10:00,10,Manha,Milkshake,Caramelo,1,9.29,9.29,9.29,9.29,Pereira Do Campo,RJ,App,False,Sem Promocao,CLI8670,True,7,False,False,False,True
24413,2025-06-23,2025,6,Junho,2025-06,T2,Segunda,23,21:15,21,Noite,Pote,Limão,5,27.62,27.62,5.52,5.52,Garcia De Goiás,PR,Loja Física,True,Com Promocao,CLI5857,True,4,False,False,False,True
24414,2025-07-29,2025,7,Julho,2025-07,T3,Terca,29,11:45,11,Manha,Milkshake,Cookies,4,33.84,33.84,8.46,8.46,Campinas,PB,App,False,Sem Promocao,CLI1341,True,10,False,False,False,True
24415,2025-03-11,2025,3,Marco,2025-03,T1,Terca,11,08:15,8,Manha,Picolé,Açaí,1,5.99,5.99,5.99,5.99,Cardoso Do Campo,PR,Parceiro,False,Sem Promocao,CLI9453,True,12,False,False,False,True
24416,2025-03-12,2025,3,Marco,2025-03,T1,Quarta,12,13:30,13,Tarde,Sundae,Menta,5,43.71,43.71,8.74,8.74,Da Conceição,MG,App,True,Com Promocao,CLI2889,True,9,False,False,False,True
24417,2025-04-18,2025,4,Abril,2025-04,T2,Sexta,18,12:00,12,Tarde,Milkshake,Chocolate,5,36.6,36.6,7.32,7.32,Brito,SP,App,False,Sem Promocao,CLI1445,True,4,False,False,False,True
24418,2025-03-03,2025,3,Marco,2025-03,T1,Segunda,3,11:00,11,Manha,Sundae,Caramelo,5,29.54,29.54,5.91,5.91,Moreira,AL,Parceiro,True,Com Promocao,CLI8085,True,6,False,False,False,True
24419,2025-05-30,2025,5,Maio,2025-05,T2,Sexta,30,14:30,14,Tarde,Sundae,Caramelo,2,11.64,11.64,5.82,5.82,Cassiano De Borges,MT,Parceiro,False,Sem Promocao,CLI3811,True,7,False,False,False,True
24420,2025-03-03,2025,3,Marco,2025-03,T1,Segunda,3,18:30,18,Noite,Pote,Baunilha,2,22.64,22.64,11.32,11.32,Da Conceição Da Mata,ES,Loja Física,False,Sem Promocao,CLI4846,True,9,False,False,False,True
24421,2025-07-21,2025,7,Julho,2025-07,T3,Segunda,21,08:15,8,Manha,Milkshake,Menta,3,13.04,13.04,4.35,4.35,Campinas,SE,App,True,Com Promocao,CLI2091,True,4,False,False,False,True
24422,2025-04-18,2025,4,Abril,2025-04,T2,Sexta,18,12:30,12,Tarde,Pote,Menta,1,6.91,6.91,6.91,6.91,Caldeira,RJ,Loja Física,True,Com Promocao,CLI4516,True,9,False,False,False,True
24423,2025-04-22,2025,4,Abril,2025-04,T2,Terca,22,20:30,20,Noite,Pote,Caramelo,4,44.12,44.12,11.03,11.03,Lima,AL,App,True,Com Promocao,CLI6292,True,11,False,False,False,True
24424,2025-08-08,2025,8,Agosto,2025-08,T3,Sexta,8,18:00,18,Noite,Pote,Baunilha,2,22.08,22.08,11.04,11.04,Mendes,PA,App,True,Com Promocao,CLI6172,True,12,False,False,False,True
24425,2025-05-21,2025,5,Maio,2025-05,T2,Quarta,21,12:45,12,Tarde,Sundae,Morango,3,36.61,36.61,12.2,12.2,Da Paz Do Campo,RS,Parceiro,True,Com Promocao,CLI7272,True,10,False,False,False,True
24426,2025-03-12,2025,3,Marco,2025-03,T1,Quarta,12,22:15,22,Noite,Milkshake,Caramelo,3,24.7,24.7,8.23,8.23,Oliveira,RS,Loja Física,True,Com Promocao,CLI6927,True,4,False,False,False,True
24427,2025-05-05,2025,5,Maio,2025-05,T2,Segunda,5,09:15,9,Manha,Picolé,Baunilha,4,27.08,27.08,6.77,6.77,Aparecida Da Praia,AP,Parceiro,False,Sem Promocao,CLI2239,True,4,False,False,False,True
24428,2025-03-12,2025,3,Marco,2025-03,T1,Quarta,12,19:15,19,Noite,Casquinha,Açaí,2,15.94,15.94,7.97,7.97,Rios De Cunha,RR,App,False,Sem Promocao,CLI7773,True,5,False,False,False,True
24429,2025-07-09,2025,7,Julho,2025-07,T3,Quarta,9,12:00,12,Tarde,Sundae,Cookies,5,52.03,52.03,10.41,10.41,Moraes,RJ,Parceiro,True,Com Promocao,CLI4106,True,11,False,False,False,True
24430,2025-05-20,2025,5,Maio,2025-05,T2,Terca,20,19:00,19,Noite,Picolé,Caramelo,5,51.95,51.95,10.39,10.39,Brito,SE,Parceiro,False,Sem Promocao,CLI9414,True,10,False,False,False,True
24431,2025-06-27,2025,6,Junho,2025-06,T2,Sexta,27,11:45,11,Manha,Pote,Limão,3,30.18,30.18,10.06,10.06,Ferreira,AP,App,False,Sem Promocao,CLI6520,True,4,False,False,False,True
24432,2025-06-08,2025,6,Junho,2025-06,T2,Domingo,8,22:00,22,Noite,Picolé,Caramelo,2,15.64,15.64,7.82,7.82,Sampaio,MT,App,False,Sem Promocao,CLI7964,True,5,False,False,False,True
24433,2025-03-02,2025,3,Marco,2025-03,T1,Domingo,2,17:15,17,Tarde,Pote,Baunilha,2,14.36,14.36,7.18,7.18,Souza,MT,App,True,Com Promocao,CLI8971,True,5,False,False,False,True
24434,2025-03-03,2025,3,Marco,2025-03,T1,Segunda,3,15:45,15,Tarde,Casquinha,Morango,2,20.54,20.54,10.27,10.27,Dias,SE,Loja Física,True,Com Promocao,CLI9828,True,5,False,False,False,True
24435,2025-03-19,2025,3,Marco,2025-03,T1,Quarta,19,13:45,13,Tarde,Casquinha,Açaí,5,48.86,48.86,9.77,9.77,Moraes,DF,Loja Física,True,Com Promocao,CLI4219,True,12,False,False,False,True
24436,2025-06-03,2025,6,Junho,2025-06,T2,Terca,3,09:45,9,Manha,Pote,Açaí,5,22.92,22.92,4.58,4.58,Da Mata,PB,Loja Física,True,Com Promocao,CLI6332,True,13,False,False,False,True
24437,2025-07-16,2025,7,Julho,2025-07,T3,Quarta,16,19:30,19,Noite,Pote,Caramelo,5,57.5,57.5,11.5,11.5,Da Luz,AL,App,False,Sem Promocao,CLI2537,True,9,False,False,False,True
24438,2025-04-22,2025,4,Abril,2025-04,T2,Terca,22,12:45,12,Tarde,Pote,Chocolate,1,5.83,5.83,5.83,5.83,Machado De Marques,AM,Parceiro,False,Sem Promocao,CLI7736,True,7,False,False,False,True
24439,2025-05-07,2025,5,Maio,2025-05,T2,Quarta,7,12:30,12,Tarde,Sundae,Cookies,4,38.49,38.49,9.62,9.62,Sá,AL,App,True,Com Promocao,CLI5767,True,7,False,False,False,True
24440,2025-03-15,2025,3,Marco,2025-03,T1,Sabado,15,20:45,20,Noite,Sundae,Chocolate,2,8.74,8.74,4.37,4.37,Monteiro Alegre,AM,Loja Física,True,Com Promocao,CLI6894,True,4,False,False,False,True
24441,2025-02-28,2025,2,Fevereiro,2025-02,T1,Sexta,28,16:15,16,Tarde,Casquinha,Menta,2,22.72,22.72,11.36,11.36,Melo De Da Luz,AL,Loja Física,False,Sem Promocao,CLI1440,True,5,False,False,False,True
24442,2025-07-19,2025,7,Julho,2025-07,T3,Sabado,19,21:15,21,Noite,Pote,Cookies,2,18.32,18.32,9.16,9.16,Campos De Minas,AP,Parceiro,True,Com Promocao,CLI4514,True,5,False,False,False,True
24443,2025-06-28,2025,6,Junho,2025-06,T2,Sabado,28,15:30,15,Tarde,Milkshake,Cookies,6,39.34,39.34,6.56,6.56,Campinas,MA,App,True,Com Promocao,CLI4234,True,10,False,False,False,True
24444,2025-03-12,2025,3,Marco,2025-03,T1,Quarta,12,21:15,21,Noite,Sundae,Chocolate,4,29.52,29.52,7.38,7.38,Moura,RS,Loja Física,False,Sem Promocao,CLI6949,True,5,False,False,False,True
24445,2025-03-21,2025,3,Marco,2025-03,T1,Sexta,21,19:15,19,Noite,Picolé,Chocolate,3,33.04,33.04,11.01,11.01,Macedo,PE,Parceiro,True,Com Promocao,CLI2550,True,6,False,False,False,True
24446,2025-05-25,2025,5,Maio,2025-05,T2,Domingo,25,19:00,19,Noite,Casquinha,Açaí,1,6.35,6.35,6.35,6.35,Da Cunha Do Norte,PI,Parceiro,True,Com Promocao,CLI3843,True,6,False,False,False,True
24447,2025-04-29,2025,4,Abril,2025-04,T2,Terca,29,09:30,9,Manha,Casquinha,Limão,4,33.92,33.92,8.48,8.48,Ferreira De Dias,SC,Loja Física,False,Sem Promocao,CLI6184,True,8,False,False,False,True
24448,2025-04-06,2025,4,Abril,2025-04,T2,Domingo,6,09:00,9,Manha,Milkshake,Caramelo,2,23.54,23.54,11.77,11.77,Monteiro Das Flores,AP,Parceiro,False,Sem Promocao,CLI7397,True,8,False,False,False,True
24449,2025-05-19,2025,5,Maio,2025-05,T2,Segunda,19,10:30,10,Manha,Sundae,Cookies,4,20.09,20.09,5.02,5.02,Cunha,PA,Parceiro,True,Com Promocao,CLI5269,True,13,False,False,False,True
24450,2025-05-03,2025,5,Maio,2025-05,T2,Sabado,3,21:30,21,Noite,Milkshake,Açaí,2,9.25,9.25,4.62,4.62,Sousa Alegre,GO,App,True,Com Promocao,CLI9993,True,4,False,False,False,True
24451,2025-04-26,2025,4,Abril,2025-04,T2,Sabado,26,19:45,19,Noite,Milkshake,Menta,5,37.0,37.0,7.4,7.4,Aragão Paulista,RO,Loja Física,True,Com Promocao,CLI7365,True,4,False,False,False,True
24452,2025-07-02,2025,7,Julho,2025-07,T3,Quarta,2,10:15,10,Manha,Casquinha,Chocolate,5,32.25,32.25,6.45,6.45,Montenegro,MG,App,True,Com Promocao,CLI1576,True,5,False,False,False,True
24453,2025-04-12,2025,4,Abril,2025-04,T2,Sabado,12,22:45,22,Noite,Milkshake,Chocolate,1,8.95,8.95,8.95,8.95,Rocha,RR,App,True,Com Promocao,CLI3740,True,7,False,False,False,True
24454,2025-05-18,2025,5,Maio,2025-05,T2,Domingo,18,12:30,12,Tarde,Pote,Chocolate,5,33.75,33.75,6.75,6.75,Ribeiro,MA,Loja Física,False,Sem Promocao,CLI1244,True,5,False,False,False,True
24455,2025-03-12,2025,3,Marco,2025-03,T1,Quarta,12,17:30,17,Tarde,Picolé,Açaí,4,54.12,54.12,13.53,13.53,Freitas Das Flores,MA,Loja Física,False,Sem Promocao,CLI7443,True,4,False,False,False,True
24456,2025-09-15,2025,9,Setembro,2025-09,T3,Segunda,15,12:00,12,Tarde,Pote,Morango,2,26.22,26.22,13.11,13.11,Correia,GO,Loja Física,True,Com Promocao,CLI5753,True,7,False,False,False,True
24457,2025-08-17,2025,8,Agosto,2025-08,T3,Domingo,17,12:30,12,Tarde,Milkshake,Chocolate,3,12.69,12.69,4.23,4.23,Da Conceição,MT,Loja Física,True,Com Promocao,CLI9048,True,11,False,False,False,True
24458,2025-06-24,2025,6,Junho,2025-06,T2,Terca,24,18:15,18,Noite,Picolé,Limão,4,22.08,22.08,5.52,5.52,Pastor Alegre,PE,App,False,Sem Promocao,CLI5950,True,4,False,False,False,True
24459,2025-05-10,2025,5,Maio,2025-05,T2,Sabado,10,12:45,12,Tarde,Pote,Chocolate,3,24.82,24.82,8.27,8.27,Barbosa Da Serra,GO,Parceiro,True,Com Promocao,CLI9542,True,9,False,False,False,True
24460,2025-07-05,2025,7,Julho,2025-07,T3,Sabado,5,21:45,21,Noite,Pote,Cookies,1,9.42,9.42,9.42,9.42,Aragão De Guerra,CE,Parceiro,True,Com Promocao,CLI1687,True,4,False,False,False,True
24462,2025-06-30,2025,6,Junho,2025-06,T2,Segunda,30,17:45,17,Tarde,Milkshake,Açaí,4,59.12,59.12,14.78,14.78,Vieira,RS,Loja Física,False,Sem Promocao,CLI9174,True,7,False,False,False,True
24463,2025-03-18,2025,3,Marco,2025-03,T1,Terca,18,14:15,14,Tarde,Sundae,Menta,2,28.2,28.2,14.1,14.1,Teixeira,GO,App,False,Sem Promocao,CLI8300,True,10,False,False,False,True
24464,2025-03-15,2025,3,Marco,2025-03,T1,Sabado,15,09:00,9,Manha,Picolé,Baunilha,2,23.42,23.42,11.71,11.71,Aparecida,DF,Parceiro,False,Sem Promocao,CLI9650,True,4,False,False,False,True
24465,2025-03-14,2025,3,Marco,2025-03,T1,Sexta,14,18:00,18,Noite,Milkshake,Limão,5,31.3,31.3,6.26,6.26,Casa Grande,RJ,Loja Física,False,Sem Promocao,CLI2486,True,8,False,False,False,True
24466,2025-03-31,2025,3,Marco,2025-03,T1,Segunda,31,12:45,12,Tarde,Picolé,Caramelo,2,25.72,25.72,12.86,12.86,Da Cruz Alegre,SC,Loja Física,False,Sem Promocao,CLI4111,True,8,False,False,False,True
24467,2025-06-07,2025,6,Junho,2025-06,T2,Sabado,7,18:30,18,Noite,Sundae,Limão,3,38.79,38.79,12.93,12.93,Das Neves Da Prata,MT,Loja Física,False,Sem Promocao,CLI6993,True,5,False,False,False,True
24468,2025-04-02,2025,4,Abril,2025-04,T2,Quarta,2,18:15,18,Noite,Picolé,Caramelo,3,38.19,38.19,12.73,12.73,Cunha Da Mata,TO,Loja Física,False,Sem Promocao,CLI4435,True,10,False,False,False,True
24469,2025-03-24,2025,3,Marco,2025-03,T1,Segunda,24,09:15,9,Manha,Picolé,Limão,4,25.49,25.49,6.37,6.37,Pacheco,RS,Loja Física,True,Com Promocao,CLI9536,True,9,False,False,False,True
24470,2025-05-07,2025,5,Maio,2025-05,T2,Quarta,7,13:45,13,Tarde,Sundae,Chocolate,3,16.49,16.49,5.5,5.5,Montenegro Do Galho,ES,Parceiro,True,Com Promocao,CLI5539,True,7,False,False,False,True
24471,2025-07-02,2025,7,Julho,2025-07,T3,Quarta,2,15:15,15,Tarde,Picolé,Açaí,2,19.89,19.89,9.94,9.94,Ramos Verde,SP,App,True,Com Promocao,CLI4672,True,3,False,False,False,True
24472,2025-07-15,2025,7,Julho,2025-07,T3,Terca,15,14:00,14,Tarde,Pote,Caramelo,3,12.8,12.8,4.27,4.27,Da Mota,ES,Parceiro,True,Com Promocao,CLI3473,True,10,False,False,False,True
24473,2025-03-19,2025,3,Marco,2025-03,T1,Quarta,19,18:00,18,Noite,Sundae,Limão,4,31.41,31.41,7.85,7.85,Santos Do Amparo,AP,Loja Física,True,Com Promocao,CLI1420,True,8,False,False,False,True
24474,2025-06-14,2025,6,Junho,2025-06,T2,Sabado,14,17:45,17,Tarde,Casquinha,Chocolate,5,60.4,60.4,12.08,12.08,Nunes Do Sul,SE,App,False,Sem Promocao,CLI1088,True,4,False,False,False,True
24475,2025-03-30,2025,3,Marco,2025-03,T1,Domingo,30,18:15,18,Noite,Sundae,Limão,5,46.73,46.73,9.35,9.35,Cassiano,GO,Loja Física,True,Com Promocao,CLI7712,True,7,False,False,False,True
24476,2025-08-09,2025,8,Agosto,2025-08,T3,Sabado,9,09:45,9,Manha,Casquinha,Limão,5,37.75,37.75,7.55,7.55,Lima,DF,App,False,Sem Promocao,CLI4544,True,8,False,False,False,True
24477,2025-03-30,2025,3,Marco,2025-03,T1,Domingo,30,12:00,12,Tarde,Pote,Menta,4,43.12,43.12,10.78,10.78,Gonçalves Do Galho,AP,Loja Física,False,Sem Promocao,CLI3754,True,5,False,False,False,True
24478,2025-05-05,2025,5,Maio,2025-05,T2,Segunda,5,18:45,18,Noite,Pote,Baunilha,5,27.82,27.82,5.56,5.56,Das Neves Das Flores,SP,App,True,Com Promocao,CLI2179,True,10,False,False,False,True
24479,2025-05-09,2025,5,Maio,2025-05,T2,Sexta,9,20:30,20,Noite,Pote,Caramelo,2,20.28,20.28,10.14,10.14,Cavalcanti,PA,Loja Física,False,Sem Promocao,CLI9092,True,6,False,False,False,True
24480,2025-08-04,2025,8,Agosto,2025-08,T3,Segunda,4,18:00,18,Noite,Casquinha,Chocolate,1,12.91,12.91,12.91,12.91,Fernandes De Dias,CE,App,True,Com Promocao,CLI8051,True,5,False,False,False,True
24481,2025-04-12,2025,4,Abril,2025-04,T2,Sabado,12,15:15,15,Tarde,Sundae,Cookies,4,41.66,41.66,10.42,10.42,Montenegro,PA,Loja Física,True,Com Promocao,CLI5948,True,11,False,False,False,True
