ID_Transacao,Data,Hora,Tipo_Sorvete,Sabor,Quantidade,Valor_Total,Cidade,Estado,Canal_Venda,Promocao,ID_Cliente
24249,2025-05-25,11:15,Casquinha,Limão,3,15.38,Farias Grande,DF,App,True,CLI8581
24250,2025-06-20,13:45,Picolé,Chocolate,1,12.06,Viana de Minas,PR,Parceiro,True,CLI2531
24251,2025-06-13,17:00,Milkshake,Morango,2,28.96,da Rocha Verde,RR,App,False,CLI7286
24252,2025-06-18,11:45,Picolé,Caramelo,3,21.78,Costela do Campo,AL,Loja Física,False,CLI8540
24253,2025-03-06,8:00,Pote,Cookies,2,21.38,Guerra do Amparo,SP,Loja Física,False,CLI4296
24254,2025-05-12,12:45,Milkshake,Açaí,5,70.7,Camargo das Flores,PI,Loja Física,False,CLI1593
24255,2025-05-11,20:00,Pote,Baunilha,4,29.63,Castro da Praia,AM,Loja Física,True,CLI2504
24256,2025-03-10,20:45,Pote,Limão,4,39.04,Mendonça de Minas,RN,Parceiro,False,CLI8443
24257,2025-05-13,17:45,Milkshake,Limão,2,10.14,Silveira,ES,Parceiro,True,CLI3886
24258,2025-06-29,8:30,Pote,Limão,3,25.83,da Cunha do Sul,BA,Loja Física,False,CLI2537
24259,2025-06-29,18:00,Milkshake,Caramelo,-2,-18.27,Cirino,RS,Loja Física,True,CLI5638
24260,2025-08-16,12:45,Casquinha,Chocolate,5,31.94,da Cunha das Pedras,MS,Loja Física,True,CLI4038
24261,2025-07-14,21:30,Sundae,Açaí,1,14.68,Sá do Campo,MG,Loja Física,False,CLI6412
24262,2025-03-20,22:30,Picolé,Menta,5,52.24,Casa Grande dos Dourados,MA,Parceiro,True,CLI1274
24263,2025-08-04,16:00,Sundae,Limão,2,20.78,Cirino de Pimenta,PA,Parceiro,False,CLI6100
24264,2025-07-14,15:00,Milkshake,Baunilha,3,40.38,da Rosa,PR,Loja Física,False,CLI9793
24265,2025-06-09,14:45,Picolé,Caramelo,4,32.83,Pires das Pedras,SE,Parceiro,True,CLI2658
24266,2025-06-21,20:15,Milkshake,Menta,2,18.16,Vieira,CE,Loja Física,False,CLI2257
24267,2025-06-10,11:00,Pote,Caramelo,5,65.29,da Costa,RN,Loja Física,True,CLI8902
24268,2025-05-03,22:00,Sundae,Açaí,3,40.35,Silva,DF,Parceiro,False,CLI1697
24269,2025-04-07,15:30,Picolé,Menta,3,41.83,Andrade,DF,App,True,CLI5179
24270,2025-03-13,10:15,Casquinha,Menta,3,36.06,Monteiro,PR,App,False,CLI7208
24271,2025-03-05,13:00,Milkshake,Açaí,3,36.42,Campinas,MA,Parceiro,False,CLI2635
24272,2025-02-28,14:30,Casquinha,Açaí,5,34.21,Costa de Goiás,MT,Loja Física,True,CLI3584
24273,2025-05-11,10:45,Milkshake,Chocolate,2,20.7,Alves,RR,App,False,CLI5817
24274,2025-06-19,17:30,Milkshake,Baunilha,5,58.4,Dias,MA,Parceiro,False,CLI8750
24275,2025-07-17,17:45,Milkshake,Baunilha,1,9.29,Nogueira Paulista,PI,App,False,CLI3424
24276,2025-05-31,19:45,Pote,Chocolate,4,21.44,Sá,BA,Parceiro,False,CLI2926
24277,2025-06-01,10:45,Sundae,Açaí,3,33.21,Cavalcante Grande,RS,Loja Física,True,CLI8614
24278,2025-04-18,18:15,Pote,Caramelo,2,27.08,Fogaça do Campo,AM,App,False,CLI1745
24279,2025-05-07,13:00,Pote,Morango,2,9.42,Moura Verde,MG,Parceiro,True,CLI6402
24280,2025-06-29,20:30,Sundae,Cookies,2,20.48,Sá,RJ,Loja Física,False,CLI8581
24281,2025-06-01,16:00,Sundae,Caramelo,3,38.73,Silva da Serra,PB,Parceiro,True,CLI4692
24282,2025-05-28,22:15,Milkshake,,5,,,AP,Parceiro,False,CLI7456
24283,2025-03-22,18:00,Picolé,Limão,4,45.71,da Rosa,SC,Loja Física,True,CLI7384
24284,2025-04-06,12:45,Casquinha,Caramelo,2,26.62,Sales,SE,Loja Física,False,CLI6453
24285,2025-09-07,10:30,Casquinha,Limão,1,5.34,Caldeira,PE,App,True,CLI3681
24286,2025-04-01,10:45,Casquinha,Cookies,3,40.53,Barbosa das Pedras,RN,App,False,CLI2741
24287,2025-06-21,20:30,Milkshake,Limão,2,10.92,Rezende,ES,App,False,CLI4880
24288,2025-08-16,13:45,Casquinha,Açaí,1,9.93,Melo,PR,Loja Física,False,CLI8821
24289,2025-06-25,17:45,Sundae,Açaí,1,9.43,da Conceição Alegre,RJ,App,False,CLI5371
24290,2025-07-10,20:45,Sundae,Chocolate,3,30.27,Almeida do Norte,AM,Parceiro,False,CLI2580
24291,2025-03-10,8:45,Milkshake,Açaí,3,20.26,Sampaio,PA,Loja Física,True,CLI3511
24292,2025-07-10,18:30,Casquinha,Cookies,3,21.32,Cavalcante,RR,App,True,CLI7526
24293,2025-05-31,11:15,Pote,Cookies,1,11.1,Leão da Prata,AC,App,True,CLI9969
24294,2025-06-25,11:45,Sundae,Morango,2,10.3,Vasconcelos do Campo,AL,App,False,CLI9093
24295,2025-07-19,9:30,Sundae,Chocolate,3,17.67,Brito do Galho,DF,App,True,CLI3465
24296,2025-08-13,10:00,Sundae,Chocolate,3,26.53,Costa,RR,Loja Física,True,CLI9501
24297,2025-08-11,14:45,Milkshake,Menta,-1,-13.58,Duarte do Sul,AL,App,False,CLI6052
24298,2025-02-26,18:00,Milkshake,Chocolate,4,51.36,Aragão Grande,MA,Loja Física,False,CLI7260
24299,2025-04-18,22:30,Picolé,Cookies,2,15.87,Abreu,AL,App,True,CLI5008
24300,2025-03-18,16:15,Pote,Caramelo,4,39.16,Moura,CE,Loja Física,False,CLI1467
24301,2025-08-11,8:30,Pote,Morango,1,5.81,Lopes,BA,Parceiro,False,CLI4199
24302,2025-02-24,10:45,Casquinha,Limão,5,56.15,da Mota,RO,Loja Física,False,CLI5318
24303,2025-04-16,17:30,Casquinha,Limão,5,49.1,Siqueira,MS,Parceiro,True,CLI2045
24304,2025-03-22,14:00,Milkshake,Chocolate,1,7.32,Pinto,PB,Loja Física,True,CLI6338
24305,2025-07-18,9:15,Sundae,Açaí,2,28.7,Farias do Norte,MG,App,False,CLI5374
24306,2025-05-26,18:30,Milkshake,,5,,,CE,Parceiro,False,CLI9086
24307,2025-03-02,8:45,Pote,Chocolate,5,48.71,Fernandes do Norte,MA,Parceiro,True,CLI4740
24308,2025-03-18,15:30,Milkshake,Chocolate,4,42.32,Cassiano,TO,Loja Física,True,CLI6025
24309,2025-05-18,19:15,Milkshake,Cookies,4,29.68,Lopes do Campo,AC,Parceiro,False,CLI8811
24310,2025-07-13,10:15,Picolé,Morango,1,11.14,Carvalho,RS,App,True,CLI6485
24311,2025-06-19,9:15,Pote,Limão,5,50.98,Cassiano,PE,App,True,CLI2555
24312,2025-05-09,10:15,Sundae,Açaí,5,36.75,da Luz,TO,App,True,CLI1400
24313,2025-08-22,8:45,Pote,Cookies,4,49.04,Moreira,PI,Parceiro,False,CLI2349
24314,2025-05-12,8:00,Picolé,Açaí,3,28.26,Correia,RJ,Loja Física,True,CLI9998
24315,2025-03-23,8:30,Milkshake,Baunilha,2,14.9,Rocha,SE,App,False,CLI4601
24316,2025-05-28,22:30,Sundae,Caramelo,4,20.84,Abreu,PE,Loja Física,True,CLI2405
24317,2025-05-31,15:45,Milkshake,Chocolate,3,32.52,Costela,PA,Parceiro,False,CLI4882
24318,2025-08-11,14:15,Picolé,Baunilha,3,29.61,Sousa do Amparo,MA,App,True,CLI7252
24319,2025-07-29,12:30,Sundae,Açaí,5,20.37,Rodrigues,PI,Loja Física,True,CLI8891
24320,2025-05-29,16:00,Pote,,5,,,CE,Parceiro,False,CLI1107
24321,2025-03-05,21:45,Casquinha,Caramelo,1,12.29,Silveira da Serra,PB,Parceiro,False,CLI8371
24322,2025-06-01,8:30,Milkshake,Menta,3,33.78,Campinas,AL,App,False,CLI6839
24323,2025-06-29,20:15,Sundae,Menta,4,35.24,Sousa do Galho,PR,Parceiro,False,CLI1337
24324,2025-08-12,20:15,Sundae,Limão,2,18.02,Santos de Goiás,CE,Parceiro,False,CLI1674
24325,2025-03-22,15:45,Casquinha,Morango,4,35.16,da Cruz,PR,App,True,CLI9152
24326,2025-05-19,21:00,Sundae,Cookies,4,31.24,Fernandes,ES,Loja Física,False,CLI6220
24327,2025-04-21,10:45,Pote,Açaí,2,12.68,Lopes do Norte,DF,Parceiro,True,CLI1193
24328,2025-07-20,20:15,Casquinha,Menta,1,11.27,Farias,MA,Parceiro,False,CLI6689
24329,2025-06-27,10:30,Casquinha,Cookies,3,27.84,da Costa de Novais,RO,App,True,CLI6754
24330,2025-06-15,11:00,Milkshake,Menta,3,35.91,Albuquerque da Mata,AL,Parceiro,False,CLI8816
24331,2025-05-27,18:45,Casquinha,Limão,2,24.84,da Mota,BA,App,False,CLI8561
24332,2025-03-20,14:00,Casquinha,Morango,2,21.22,Sampaio,GO,Parceiro,False,CLI8331
24333,2025-02-26,10:15,Milkshake,Cookies,4,38.85,Oliveira de Minas,GO,App,True,CLI3060
24334,2025-08-13,15:45,Milkshake,Morango,5,29.4,Martins,CE,Parceiro,False,CLI8646
24335,2025-03-05,16:00,Sundae,Cookies,3,18.81,da Mata do Galho,AC,App,False,CLI6360
24336,2025-06-03,13:00,Pote,Caramelo,4,27.38,Pires Grande,PE,Parceiro,True,CLI4226
24337,2025-07-17,17:15,Sundae,Morango,3,44.73,Pimenta,RO,Loja Física,False,CLI7631
24338,2025-07-15,15:45,Pote,Baunilha,1,9.84,Cavalcante Grande,RR,Parceiro,False,CLI7176
24339,2025-07-19,17:30,Casquinha,Morango,2,13.38,Pacheco do Oeste,RS,App,True,CLI2297
24340,2025-05-30,16:45,Sundae,Chocolate,3,29.55,Lopes das Flores,SE,App,False,CLI9617
24341,2025-02-25,8:30,Casquinha,Limão,5,40.97,Barros,GO,Parceiro,True,CLI8432
24342,2025-05-03,18:30,Pote,Baunilha,1,5.88,Monteiro das Pedras,MG,Loja Física,False,CLI5940
24343,2025-07-17,8:30,Sundae,Menta,2,15.77,Pacheco Alegre,RJ,Loja Física,True,CLI9704
24344,2025-04-30,15:15,Casquinha,Baunilha,2,7.76,Silveira Alegre,RJ,Loja Física,True,CLI2760
24345,2025-05-23,13:30,Pote,Baunilha,5,51.2,Almeida,DF,Loja Física,False,CLI2917
24346,2025-05-22,11:00,Pote,Caramelo,4,37.37,Costa Alegre,CE,Parceiro,True,CLI6129
24347,2025-04-12,15:30,Pote,Chocolate,-1,-5.6,Sampaio Grande,TO,Parceiro,True,CLI8756
24348,2025-09-06,16:30,Milkshake,Açaí,3,18.48,Farias,AP,Loja Física,True,CLI6350
24349,2025-03-09,20:15,Pote,Cookies,1,13.96,Casa Grande,SE,Parceiro,False,CLI5987
24350,2025-06-09,9:45,Pote,Cookies,3,30.67,Santos,ES,Parceiro,True,CLI5687
24351,2025-03-23,20:45,Casquinha,Chocolate,4,46.92,Montenegro,PB,Parceiro,False,CLI2049
24352,2025-05-21,20:00,Pote,Caramelo,1,6.83,Barbosa,RJ,App,True,CLI3756
24353,2025-04-01,16:30,Casquinha,Baunilha,5,61.95,Fernandes,SP,App,False,CLI5206
24354,2025-06-26,18:00,Sundae,Cookies,4,55.16,Pimenta,GO,Loja Física,False,CLI3925
24355,2025-04-10,22:00,Picolé,Caramelo,4,29.95,Garcia de Nascimento,MG,Parceiro,True,CLI2237
24356,2025-06-30,9:45,Sundae,Menta,4,49.0,Pereira do Oeste,RN,Loja Física,False,CLI8855
24357,2025-06-06,15:15,Casquinha,Chocolate,5,53.0,Gonçalves,SC,App,False,CLI7112
24358,2025-03-14,22:45,Picolé,Chocolate,1,7.74,Fonseca,BA,App,True,CLI2950
24359,2025-05-09,19:15,Pote,Baunilha,3,35.64,Nunes de Novaes,ES,Loja Física,True,CLI5864
24360,2025-06-02,8:15,Pote,Chocolate,2,28.26,Sá de Pinto,TO,Loja Física,False,CLI4382
24361,2025-04-15,14:30,Sundae,Caramelo,2,12.8,Cavalcanti de Goiás,PA,Parceiro,False,CLI1916
24362,2025-06-28,12:15,Casquinha,Limão,3,30.37,Azevedo do Amparo,RJ,Loja Física,True,CLI9303
24363,2025-08-21,9:45,Casquinha,Chocolate,4,21.7,Guerra da Prata,SE,Loja Física,True,CLI3698
24364,2025-06-14,21:15,Milkshake,Menta,-3,-20.55,da Mota,GO,Loja Física,False,CLI2646
24365,2025-03-20,17:00,Pote,Limão,2,18.52,Araújo,RO,Parceiro,False,CLI9646
24366,2025-04-26,13:15,Sundae,Limão,1,8.9,Novaes,AL,App,False,CLI1369
24367,2025-06-20,15:15,Pote,Limão,3,17.6,Fogaça da Mata,TO,Parceiro,True,CLI3584
24368,2025-04-08,17:45,Picolé,Chocolate,3,28.07,Moura de Garcia,AP,Loja Física,True,CLI7373
24369,2025-07-21,21:15,Sundae,Morango,2,23.36,Cunha do Norte,MG,Loja Física,False,CLI6631
24370,2025-07-28,16:15,Milkshake,Açaí,2,28.14,Montenegro,MS,Parceiro,False,CLI7232
24371,2025-02-28,14:45,Casquinha,Baunilha,4,24.65,Almeida do Campo,AM,App,True,CLI3543
24372,2025-04-14,10:00,Picolé,Chocolate,2,18.44,Caldeira do Galho,DF,Loja Física,False,CLI7606
24373,2025-03-23,11:00,Milkshake,Açaí,3,31.35,Rezende Alegre,PA,Loja Física,True,CLI9155
24374,2025-04-28,11:45,Pote,Limão,5,31.71,Vargas,SC,Parceiro,True,CLI5717
24375,2025-04-30,18:00,Pote,Açaí,2,15.8,Campos,SP,Loja Física,True,CLI6358
24376,2025-03-02,15:15,Sundae,Cookies,4,24.36,Araújo,AC,Parceiro,False,CLI3458
24377,2025-04-29,21:15,Casquinha,,2,,,MG,App,False,CLI4341
24378,2025-04-11,14:30,Sundae,Baunilha,4,17.42,Souza da Mata,AP,App,True,CLI6259
24379,2025-07-29,22:15,Sundae,Açaí,3,37.17,Teixeira da Praia,BA,Parceiro,False,CLI7615
24380,2025-07-26,21:00,Sundae,Limão,2,22.96,Siqueira do Amparo,PI,App,False,CLI1009
24381,2025-06-04,15:45,Pote,Cookies,2,24.32,da Conceição,DF,App,True,CLI4719
24382,2025-07-30,16:30,Casquinha,Caramelo,5,62.05,Moura,MT,App,False,CLI6752
24383,2025-06-23,10:30,Milkshake,Baunilha,3,14.74,Cavalcanti do Amparo,SP,Loja Física,True,CLI1411
24384,2025-07-23,21:00,Pote,Morango,3,17.91,Borges,AP,Loja Física,False,CLI2812
24385,2025-05-17,17:15,Milkshake,Caramelo,2,29.5,Caldeira,DF,App,False,CLI9719
24386,2025-08-19,9:45,Pote,Chocolate,5,56.7,Albuquerque,PI,Parceiro,False,CLI6000
24387,2025-05-14,16:30,Pote,Limão,5,34.86,Vasconcelos,RO,App,True,CLI9543
24388,2025-06-18,8:30,Casquinha,Açaí,4,43.66,Marques,RO,Parceiro,True,CLI8901
24389,2025-08-04,12:45,Sundae,Morango,5,23.97,Moura,RJ,Parceiro,True,CLI4648
24390,2025-04-02,18:30,Pote,Cookies,5,54.68,Campos de Minas,ES,Loja Física,True,CLI9385
24391,2025-04-18,12:15,Picolé,Baunilha,5,40.75,Alves de Lopes,PA,App,False,CLI7189
24392,2025-03-15,19:15,Pote,Açaí,5,59.55,Casa Grande Alegre,SE,App,True,CLI4676
24393,2025-05-05,18:30,Milkshake,Cookies,1,6.06,Sá,PI,Parceiro,True,CLI4916
24394,2025-05-29,17:30,Pote,Morango,4,55.84,Fonseca do Campo,MS,App,False,CLI2179
24395,2025-08-17,21:30,Picolé,Açaí,4,29.12,da Cunha do Sul,MS,Parceiro,True,CLI2688
24396,2025-04-21,18:45,Sundae,Caramelo,5,39.1,Borges de Siqueira,PR,App,False,CLI7421
24397,2025-08-01,17:00,Milkshake,Baunilha,1,6.99,Almeida Verde,SC,Loja Física,True,CLI7887
24398,2025-05-11,14:45,Sundae,Cookies,2,12.58,Monteiro dos Dourados,TO,Parceiro,False,CLI9891
24399,2025-06-27,21:30,Picolé,Limão,1,14.5,Pinto,SE,App,False,CLI1822
24400,2025-07-23,8:00,Picolé,Chocolate,3,31.35,Garcia,SE,Loja Física,False,CLI4107
24401,2025-05-02,18:00,Casquinha,Chocolate,3,22.71,da Rosa,AP,Loja Física,False,CLI3933
24402,2025-02-23,11:15,Sundae,Menta,5,24.54,Campos,AM,App,True,CLI3921
24403,2025-03-26,10:15,Sundae,Morango,5,59.05,Lopes da Praia,TO,Parceiro,False,CLI6005
24404,2025-05-01,22:30,Pote,Menta,3,19.08,Castro,SC,App,True,CLI2330
24405,2025-06-29,14:30,Sundae,Chocolate,1,5.99,Nascimento,RJ,Loja Física,False,CLI5301
24406,2025-03-31,8:45,Casquinha,Morango,5,42.85,Santos,CE,Parceiro,True,CLI6775
24407,2025-08-13,13:15,Milkshake,Limão,5,60.0,Cirino,MA,App,False,CLI4722
24408,2025-08-14,8:15,Milkshake,Chocolate,1,8.93,Monteiro,DF,App,False,CLI9864
24409,2025-03-29,22:45,Sundae,Baunilha,4,17.1,Gomes de Siqueira,DF,App,True,CLI6479
24410,2025-06-16,11:00,Picolé,Menta,3,33.0,Correia das Flores,TO,App,False,CLI2474
24411,2025-06-15,10:00,Milkshake,Caramelo,1,9.29,Pereira do Campo,RJ,App,False,CLI8670
24412,2025-05-23,18:00,Sundae,Morango,-1,-6.38,Leão de Santos,AM,Loja Física,False,CLI3118
24413,2025-06-23,21:15,Pote,Limão,5,27.62,Garcia de Goiás,PR,Loja Física,True,CLI5857
24414,2025-07-29,11:45,Milkshake,Cookies,4,33.84,Campinas,PB,App,False,CLI1341
24415,2025-03-11,8:15,Picolé,Açaí,1,5.99,Cardoso do Campo,PR,Parceiro,False,CLI9453
24416,2025-03-12,13:30,Sundae,Menta,5,43.71,da Conceição,MG,App,True,CLI2889
24417,2025-04-18,12:00,Milkshake,Chocolate,5,36.6,Brito,SP,App,False,CLI1445
24418,2025-03-03,11:00,Sundae,Caramelo,5,29.54,Moreira,AL,Parceiro,True,CLI8085
24419,2025-05-30,14:30,Sundae,Caramelo,2,11.64,Cassiano de Borges,MT,Parceiro,False,CLI3811
24420,2025-03-03,18:30,Pote,Baunilha,2,22.64,da Conceição da Mata,ES,Loja Física,False,CLI4846
24421,2025-07-21,8:15,Milkshake,Menta,3,13.04,Campinas,SE,App,True,CLI2091
24422,2025-04-18,12:30,Pote,Menta,1,6.91,Caldeira,RJ,Loja Física,True,CLI4516
24423,2025-04-22,20:30,Pote,Caramelo,4,44.12,Lima,AL,App,True,CLI6292
24424,2025-08-08,18:00,Pote,Baunilha,2,22.08,Mendes,PA,App,True,CLI6172
24425,2025-05-21,12:45,Sundae,Morango,3,36.61,da Paz do Campo,RS,Parceiro,True,CLI7272
24426,2025-03-12,22:15,Milkshake,Caramelo,3,24.7,Oliveira,RS,Loja Física,True,CLI6927
24427,2025-05-05,9:15,Picolé,Baunilha,4,27.08,Aparecida da Praia,AP,Parceiro,False,CLI2239
24428,2025-03-12,19:15,Casquinha,Açaí,2,15.94,Rios de Cunha,RR,App,False,CLI7773
24429,2025-07-09,12:00,Sundae,Cookies,5,52.03,Moraes,RJ,Parceiro,True,CLI4106
24430,2025-05-20,19:00,Picolé,Caramelo,5,51.95,Brito,SE,Parceiro,False,CLI9414
24431,2025-06-27,11:45,Pote,Limão,3,30.18,Ferreira,AP,App,False,CLI6520
24432,2025-06-08,22:00,Picolé,Caramelo,2,15.64,Sampaio,MT,App,False,CLI7964
24433,2025-03-02,17:15,Pote,Baunilha,2,14.36,Souza,MT,App,True,CLI8971
24434,2025-03-03,15:45,Casquinha,Morango,2,20.54,Dias,SE,Loja Física,True,CLI9828
24435,2025-03-19,13:45,Casquinha,Açaí,5,48.86,Moraes,DF,Loja Física,True,CLI4219
24436,2025-06-03,9:45,Pote,Açaí,5,22.92,da Mata,PB,Loja Física,True,CLI6332
24437,2025-07-16,19:30,Pote,Caramelo,5,57.5,da Luz,AL,App,False,CLI2537
24438,2025-04-22,12:45,Pote,Chocolate,1,5.83,Machado de Marques,AM,Parceiro,False,CLI7736
24439,2025-05-07,12:30,Sundae,Cookies,4,38.49,Sá,AL,App,True,CLI5767
24440,2025-03-15,20:45,Sundae,Chocolate,2,8.74,Monteiro Alegre,AM,Loja Física,True,CLI6894
24441,2025-02-28,16:15,Casquinha,Menta,2,22.72,Melo de da Luz,AL,Loja Física,False,CLI1440
24442,2025-07-19,21:15,Pote,Cookies,2,18.32,Campos de Minas,AP,Parceiro,True,CLI4514
24443,2025-06-28,15:30,Milkshake,Cookies,6,39.34,Campinas,MA,App,True,CLI4234
24444,2025-03-12,21:15,Sundae,Chocolate,4,29.52,Moura,RS,Loja Física,False,CLI6949
24445,2025-03-21,19:15,Picolé,Chocolate,3,33.04,Macedo,PE,Parceiro,True,CLI2550
24446,2025-05-25,19:00,Casquinha,Açaí,1,6.35,da Cunha do Norte,PI,Parceiro,True,CLI3843
24447,2025-04-29,9:30,Casquinha,Limão,4,33.92,Ferreira de Dias,SC,Loja Física,False,CLI6184
24448,2025-04-06,9:00,Milkshake,Caramelo,2,23.54,Monteiro das Flores,AP,Parceiro,False,CLI7397
24449,2025-05-19,10:30,Sundae,Cookies,4,20.09,Cunha,PA,Parceiro,True,CLI5269
24450,2025-05-03,21:30,Milkshake,Açaí,2,9.25,Sousa Alegre,GO,App,True,CLI9993
24451,2025-04-26,19:45,Milkshake,Menta,5,37.0,Aragão Paulista,RO,Loja Física,True,CLI7365
24452,2025-07-02,10:15,Casquinha,Chocolate,5,32.25,Montenegro,MG,App,True,CLI1576
24453,2025-04-12,22:45,Milkshake,Chocolate,1,8.95,Rocha,RR,App,True,CLI3740
24454,2025-05-18,12:30,Pote,Chocolate,5,33.75,Ribeiro,MA,Loja Física,False,CLI1244
24455,2025-03-12,17:30,Picolé,Açaí,4,54.12,Freitas das Flores,MA,Loja Física,False,CLI7443
24456,2025-09-15,12:00,Pote,Morango,2,26.22,Correia,GO,Loja Física,True,CLI5753
24457,2025-08-17,12:30,Milkshake,Chocolate,3,12.69,da Conceição,MT,Loja Física,True,CLI9048
24458,2025-06-24,18:15,Picolé,Limão,4,22.08,Pastor Alegre,PE,App,False,CLI5950
24459,2025-05-10,12:45,Pote,Chocolate,3,24.82,Barbosa da Serra,GO,Parceiro,True,CLI9542
24460,2025-07-05,21:45,Pote,Cookies,1,9.42,Aragão de Guerra,CE,Parceiro,True,CLI1687
24461,2025-03-09,13:15,Milkshake,Menta,-2,-29.5,Farias,PA,Loja Física,False,CLI8952
24462,2025-06-30,17:45,Milkshake,Açaí,4,59.12,Vieira,RS,Loja Física,False,CLI9174
24463,2025-03-18,14:15,Sundae,Menta,2,28.2,Teixeira,GO,App,False,CLI8300
24464,2025-03-15,9:00,Picolé,Baunilha,2,23.42,Aparecida,DF,Parceiro,False,CLI9650
24465,2025-03-14,18:00,Milkshake,Limão,5,31.3,Casa Grande,RJ,Loja Física,False,CLI2486
24466,2025-03-31,12:45,Picolé,Caramelo,2,25.72,da Cruz Alegre,SC,Loja Física,False,CLI4111
24467,2025-06-07,18:30,Sundae,Limão,3,38.79,das Neves da Prata,MT,Loja Física,False,CLI6993
24468,2025-04-02,18:15,Picolé,Caramelo,3,38.19,Cunha da Mata,TO,Loja Física,False,CLI4435
24469,2025-03-24,9:15,Picolé,Limão,4,25.49,Pacheco,RS,Loja Física,True,CLI9536
24470,2025-05-07,13:45,Sundae,Chocolate,3,16.49,Montenegro do Galho,ES,Parceiro,True,CLI5539
24471,2025-07-02,15:15,Picolé,Açaí,2,19.89,Ramos Verde,SP,App,True,CLI4672
24472,2025-07-15,14:00,Pote,Caramelo,3,12.8,da Mota,ES,Parceiro,True,CLI3473
24473,2025-03-19,18:00,Sundae,Limão,4,31.41,Santos do Amparo,AP,Loja Física,True,CLI1420
24474,2025-06-14,17:45,Casquinha,Chocolate,5,60.4,Nunes do Sul,SE,App,False,CLI1088
24475,2025-03-30,18:15,Sundae,Limão,5,46.73,Cassiano,GO,Loja Física,True,CLI7712
24476,2025-08-09,9:45,Casquinha,Limão,5,37.75,Lima,DF,App,False,CLI4544
24477,2025-03-30,12:00,Pote,Menta,4,43.12,Gonçalves do Galho,AP,Loja Física,False,CLI3754
24478,2025-05-05,18:45,Pote,Baunilha,5,27.82,das Neves das Flores,SP,App,True,CLI2179
24479,2025-05-09,20:30,Pote,Caramelo,2,20.28,Cavalcanti,PA,Loja Física,False,CLI9092
24480,2025-08-04,18:00,Casquinha,Chocolate,1,12.91,Fernandes de Dias,CE,App,True,CLI8051
24481,2025-04-12,15:15,Sundae,Cookies,4,41.66,Montenegro,PA,Loja Física,True,CLI5948
24482,2025-04-03,17:30,Milkshake,Baunilha,5,30.9,das Neves,GO,Loja Física,False,CLI9700
24483,2025-06-13,12:15,Pote,Caramelo,3,15.21,Casa Grande,RO,App,False,CLI9275
24484,2025-03-30,14:45,Casquinha,Morango,3,24.18,Rocha Verde,AM,Parceiro,False,CLI9163
24485,2025-07-08,21:45,Sundae,Chocolate,3,18.01,Aparecida,PB,Loja Física,True,CLI5688
24486,2025-04-25,11:15,Casquinha,Açaí,5,28.22,Fonseca da Serra,MT,Loja Física,True,CLI9345
24487,2025-07-01,14:15,Casquinha,Chocolate,5,50.85,da Paz de da Paz,PA,Loja Física,False,CLI5652
24488,2025-03-28,11:00,Casquinha,Baunilha,1,9.3,Novais Alegre,PR,Loja Física,True,CLI5844
24489,2025-06-16,9:30,Picolé,Limão,4,49.92,Ramos de Mendonça,RR,Loja Física,False,CLI3205
24490,2025-08-19,14:00,Sundae,Limão,5,33.36,Machado de Cavalcanti,RS,Loja Física,True,CLI5963
24491,2025-03-24,22:30,Milkshake,Cookies,4,59.76,da Costa,SE,Parceiro,False,CLI2444
24492,2025-05-30,19:30,Casquinha,Menta,1,8.68,Rocha,RJ,App,True,CLI7338
24493,2025-05-10,9:30,Milkshake,Morango,4,48.44,Moreira,CE,Loja Física,False,CLI2821
24494,2025-02-22,11:15,Sundae,Baunilha,3,28.89,Nascimento,MA,App,False,CLI4790
24495,2025-06-23,14:30,Pote,Baunilha,4,35.81,Camargo,AP,Loja Física,True,CLI8781
24496,2025-06-10,12:30,Casquinha,Limão,4,40.78,Pastor,RS,App,True,CLI2205
24497,2025-04-12,17:45,Sundae,Baunilha,3,15.72,Monteiro do Sul,SE,App,True,CLI8374
24498,2025-03-14,15:15,Picolé,Cookies,3,21.14,Pires,MS,App,True,CLI1826
24499,2025-07-21,14:00,Casquinha,Baunilha,2,24.8,Melo dos Dourados,MT,Parceiro,True,CLI6748
24500,2025-05-10,13:15,Pote,Baunilha,4,22.22,Cirino Paulista,DF,Parceiro,True,CLI1731
24501,2025-05-03,20:45,Casquinha,Caramelo,4,53.72,Casa Grande da Prata,AP,App,False,CLI7245
24502,2025-04-16,19:30,Pote,Caramelo,4,38.87,da Conceição,SC,App,True,CLI1798
24503,2025-04-03,8:15,Picolé,Açaí,1,4.81,Pereira,MA,Parceiro,True,CLI6942
24504,2025-04-11,15:30,Picolé,Morango,-1,-10.65,Monteiro,PR,App,False,CLI2667
24505,2025-07-14,8:30,Milkshake,Limão,3,23.93,Costela das Flores,PI,Loja Física,True,CLI1438
24506,2025-08-15,18:00,Picolé,Baunilha,5,43.11,Ramos de das Neves,AM,Parceiro,True,CLI9733
24507,2025-07-22,9:00,Pote,Chocolate,3,35.66,Sales,BA,App,True,CLI2975
24508,2025-04-13,19:15,Milkshake,Limão,6,31.61,Campinas,PA,Loja Física,True,CLI2992
24509,2025-06-22,18:00,Picolé,Caramelo,3,27.23,Mendes,PA,App,True,CLI4046
24510,2025-06-06,18:15,Picolé,Limão,4,40.63,Castro,AL,Parceiro,True,CLI8352
