id_transacao,data_venda,id_produto,id_cliente,id_canal,quantidade_vendida,receita_transacao,valor_transacao,valor_unitario_medio,promocao,status_promocao,hora_venda,hora,faixa_horaria,flag_outlier_valor_total,flag_registro_valido_powerbi
19809,2025-07-10,32,CLI3186,1,5,53.8,53.8,10.76,False,Sem Promocao,14:15,14,Tarde,False,True
19810,2025-03-24,18,CLI6848,2,4,29.16,29.16,7.29,False,Sem Promocao,13:00,13,Tarde,False,True
19811,2025-08-08,8,CLI7228,3,5,69.09,69.09,13.82,True,Com Promocao,13:15,13,Tarde,False,True
19812,2025-08-03,28,CLI7774,1,2,22.58,22.58,11.29,False,Sem Promocao,22:45,22,Noite,False,True
19813,2025-04-28,10,CLI3266,1,1,13.1,13.1,13.1,False,Sem Promocao,09:00,9,Manha,False,True
19814,2025-06-15,35,CLI3079,2,4,41.17,41.17,10.29,True,Com Promocao,21:00,21,Noite,False,True
19815,2025-08-05,33,CLI7111,2,4,29.88,29.88,7.47,False,Sem Promocao,20:45,20,Noite,False,True
19816,2025-05-14,35,CLI3876,3,2,14.44,14.44,7.22,False,Sem Promocao,15:00,15,Tarde,False,True
19817,2025-06-23,22,CLI4860,3,3,24.96,24.96,8.32,False,Sem Promocao,20:45,20,Noite,False,True
19818,2025-07-26,26,CLI2335,2,3,32.54,32.54,10.85,True,Com Promocao,09:00,9,Manha,False,True
19819,2025-02-25,14,CLI2617,3,3,27.05,27.05,9.02,True,Com Promocao,16:00,16,Tarde,False,True
19820,2025-08-07,34,CLI5885,3,3,38.67,38.67,12.89,False,Sem Promocao,09:15,9,Manha,False,True
19821,2025-05-20,22,CLI9085,2,5,36.85,36.85,7.37,False,Sem Promocao,16:00,16,Tarde,False,True
19822,2025-07-01,11,CLI4425,1,3,36.32,36.32,12.11,True,Com Promocao,09:45,9,Manha,False,True
19823,2025-07-19,36,CLI7821,1,3,22.53,22.53,7.51,False,Sem Promocao,19:30,19,Noite,False,True
19824,2025-07-24,35,CLI2232,3,5,25.25,25.25,5.05,False,Sem Promocao,12:45,12,Tarde,False,True
19825,2025-03-22,38,CLI9796,3,3,23.82,23.82,7.94,False,Sem Promocao,12:30,12,Tarde,False,True
19826,2025-03-13,4,CLI1610,2,1,4.28,4.28,4.28,True,Com Promocao,17:15,17,Tarde,False,True
19827,2025-05-05,23,CLI3450,3,2,10.01,10.01,5.0,True,Com Promocao,17:15,17,Tarde,False,True
19828,2025-03-20,4,CLI3702,2,5,55.03,55.03,11.01,True,Com Promocao,17:00,17,Tarde,False,True
19829,2025-06-13,15,CLI7024,2,2,14.62,14.62,7.31,False,Sem Promocao,12:00,12,Tarde,False,True
19830,2025-03-10,13,CLI3278,1,6,46.74,46.74,7.79,False,Sem Promocao,13:45,13,Tarde,False,True
19831,2025-08-21,27,CLI4011,3,5,55.8,55.8,11.16,False,Sem Promocao,18:15,18,Noite,False,True
19832,2025-02-25,40,CLI3002,3,2,15.89,15.89,7.94,True,Com Promocao,20:45,20,Noite,False,True
19833,2025-07-17,35,CLI8538,3,3,14.49,14.49,4.83,True,Com Promocao,11:30,11,Manha,False,True
19834,2025-07-01,29,CLI4553,1,4,35.04,35.04,8.76,False,Sem Promocao,08:00,8,Manha,False,True
19835,2025-06-21,8,CLI7439,2,5,38.1,38.1,7.62,False,Sem Promocao,20:45,20,Noite,False,True
19836,2025-04-13,16,CLI3688,3,2,15.16,15.16,7.58,False,Sem Promocao,18:45,18,Noite,False,True
19837,2025-05-31,4,CLI5618,3,4,26.25,26.25,6.56,True,Com Promocao,21:00,21,Noite,False,True
19838,2025-05-17,13,CLI2505,1,4,48.61,48.61,12.15,True,Com Promocao,20:45,20,Noite,False,True
19839,2025-08-17,32,CLI4900,2,5,63.5,63.5,12.7,False,Sem Promocao,11:30,11,Manha,False,True
19840,2025-07-28,36,CLI4613,1,2,14.35,14.35,7.18,True,Com Promocao,11:45,11,Manha,False,True
19841,2025-05-01,14,CLI6374,3,2,17.9,17.9,8.95,False,Sem Promocao,13:15,13,Tarde,False,True
19842,2025-03-13,10,CLI2340,3,2,13.86,13.86,6.93,False,Sem Promocao,17:15,17,Tarde,False,True
19843,2025-08-16,35,CLI9898,3,1,13.26,13.26,13.26,False,Sem Promocao,12:00,12,Tarde,False,True
19844,2025-07-13,36,CLI3836,2,3,19.53,19.53,6.51,True,Com Promocao,17:00,17,Tarde,False,True
19845,2025-03-19,17,CLI2003,1,3,35.16,35.16,11.72,False,Sem Promocao,22:45,22,Noite,False,True
19846,2025-07-01,29,CLI9836,3,4,51.44,51.44,12.86,False,Sem Promocao,14:30,14,Tarde,False,True
19847,2025-03-11,9,CLI7088,1,1,9.33,9.33,9.33,True,Com Promocao,13:30,13,Tarde,False,True
19849,2025-08-21,20,CLI4411,2,2,22.02,22.02,11.01,False,Sem Promocao,10:45,10,Manha,False,True
19850,2025-07-09,1,CLI5639,1,3,32.43,32.43,10.81,True,Com Promocao,09:15,9,Manha,False,True
19851,2025-03-06,23,CLI1790,1,5,55.8,55.8,11.16,False,Sem Promocao,09:15,9,Manha,False,True
19852,2025-03-04,27,CLI1101,3,3,42.45,42.45,14.15,False,Sem Promocao,14:00,14,Tarde,False,True
19853,2025-05-16,4,CLI5460,2,3,24.85,24.85,8.28,True,Com Promocao,18:15,18,Noite,False,True
19855,2025-04-23,9,CLI3892,3,4,40.03,40.03,10.01,True,Com Promocao,20:45,20,Noite,False,True
19856,2025-06-03,10,CLI6946,1,4,23.2,23.2,5.8,True,Com Promocao,16:30,16,Tarde,False,True
19857,2025-07-13,33,CLI3997,3,4,55.64,55.64,13.91,False,Sem Promocao,15:30,15,Tarde,False,True
19858,2025-08-15,37,CLI9251,2,4,29.72,29.72,7.43,True,Com Promocao,17:45,17,Tarde,False,True
19859,2025-04-27,15,CLI4625,1,1,6.75,6.75,6.75,True,Com Promocao,20:00,20,Noite,False,True
19860,2025-04-17,32,CLI2747,1,2,23.53,23.53,11.76,True,Com Promocao,11:45,11,Manha,False,True
19861,2025-03-29,31,CLI6993,2,2,9.67,9.67,4.84,True,Com Promocao,19:00,19,Noite,False,True
19862,2025-07-19,20,CLI6977,1,5,74.45,74.45,14.89,False,Sem Promocao,15:45,15,Tarde,False,True
19863,2025-08-16,31,CLI8081,1,4,18.43,18.43,4.61,True,Com Promocao,12:30,12,Tarde,False,True
19864,2025-04-15,28,CLI3616,1,1,11.61,11.61,11.61,False,Sem Promocao,12:00,12,Tarde,False,True
19865,2025-08-03,20,CLI2139,3,1,5.19,5.19,5.19,True,Com Promocao,10:30,10,Manha,False,True
19866,2025-07-07,28,CLI3515,2,4,34.84,34.84,8.71,True,Com Promocao,19:15,19,Noite,False,True
19867,2025-04-20,16,CLI3849,2,5,23.05,23.05,4.61,True,Com Promocao,12:15,12,Tarde,False,True
19868,2025-03-15,13,CLI5234,3,3,20.19,20.19,6.73,True,Com Promocao,13:30,13,Tarde,False,True
19869,2025-04-24,8,CLI4611,1,3,27.87,27.87,9.29,False,Sem Promocao,21:00,21,Noite,False,True
19870,2025-05-02,33,CLI7940,1,3,13.89,13.89,4.63,True,Com Promocao,17:45,17,Tarde,False,True
19871,2025-06-27,30,CLI5059,2,2,10.12,10.12,5.06,True,Com Promocao,18:00,18,Noite,False,True
19872,2025-05-03,7,CLI8919,3,1,10.51,10.51,10.51,True,Com Promocao,19:00,19,Noite,False,True
19873,2025-04-20,9,CLI8993,2,2,26.99,26.99,13.5,True,Com Promocao,19:30,19,Noite,False,True
19874,2025-07-06,17,CLI7525,3,5,27.36,27.36,5.47,True,Com Promocao,12:15,12,Tarde,False,True
19875,2025-07-04,12,CLI6785,2,4,15.3,15.3,3.82,True,Com Promocao,11:00,11,Manha,False,True
19876,2025-03-13,33,CLI8194,1,1,10.7,10.7,10.7,False,Sem Promocao,14:30,14,Tarde,False,True
19877,2025-08-08,28,CLI8828,2,1,7.25,7.25,7.25,False,Sem Promocao,18:45,18,Noite,False,True
19878,2025-06-05,4,CLI7765,3,3,33.84,33.84,11.28,False,Sem Promocao,11:30,11,Manha,False,True
19879,2025-07-31,28,CLI7610,3,4,33.94,33.94,8.48,True,Com Promocao,18:15,18,Noite,False,True
19880,2025-03-15,20,CLI5121,3,2,14.3,14.3,7.15,False,Sem Promocao,21:00,21,Noite,False,True
19881,2025-07-23,16,CLI8435,1,2,11.63,11.63,5.82,True,Com Promocao,08:45,8,Manha,False,True
19882,2025-04-07,40,CLI3423,3,1,9.8,9.8,9.8,False,Sem Promocao,18:30,18,Noite,False,True
19883,2025-06-20,13,CLI6077,1,3,38.04,38.04,12.68,False,Sem Promocao,21:45,21,Noite,False,True
19884,2025-03-16,31,CLI1820,3,1,8.57,8.57,8.57,True,Com Promocao,20:15,20,Noite,False,True
19885,2025-06-18,38,CLI4116,1,5,68.45,68.45,13.69,False,Sem Promocao,11:45,11,Manha,False,True
19886,2025-08-02,27,CLI5463,3,2,23.04,23.04,11.52,True,Com Promocao,11:00,11,Manha,False,True
19888,2025-07-22,23,CLI3835,1,3,12.39,12.39,4.13,True,Com Promocao,17:00,17,Tarde,False,True
19889,2025-03-17,5,CLI1057,1,5,28.51,28.51,5.7,True,Com Promocao,17:30,17,Tarde,False,True
19890,2025-06-12,27,CLI2322,1,4,23.49,23.49,5.87,True,Com Promocao,19:00,19,Noite,False,True
19891,2025-07-08,24,CLI4907,3,4,33.88,33.88,8.47,False,Sem Promocao,09:15,9,Manha,False,True
19892,2025-03-20,35,CLI9134,2,4,20.96,20.96,5.24,False,Sem Promocao,18:15,18,Noite,False,True
19893,2025-03-27,8,CLI4103,3,3,32.03,32.03,10.68,True,Com Promocao,16:30,16,Tarde,False,True
19894,2025-06-08,22,CLI3001,1,2,10.71,10.71,5.36,True,Com Promocao,20:00,20,Noite,False,True
19895,2025-05-28,22,CLI4538,3,2,20.28,20.28,10.14,False,Sem Promocao,21:30,21,Noite,False,True
19896,2025-03-30,19,CLI3363,3,2,21.14,21.14,10.57,True,Com Promocao,17:15,17,Tarde,False,True
19897,2025-06-04,12,CLI2407,3,3,15.48,15.48,5.16,False,Sem Promocao,08:45,8,Manha,False,True
19898,2025-03-21,27,CLI4087,3,5,37.05,37.05,7.41,True,Com Promocao,16:15,16,Tarde,False,True
19899,2025-05-01,11,CLI9714,3,1,4.59,4.59,4.59,True,Com Promocao,20:15,20,Noite,False,True
19900,2025-08-09,12,CLI3383,3,6,43.86,43.86,7.31,True,Com Promocao,12:15,12,Tarde,False,True
19901,2025-04-16,19,CLI6157,2,5,20.98,20.98,4.2,True,Com Promocao,21:00,21,Noite,False,True
19902,2025-03-13,14,CLI6672,2,2,20.18,20.18,10.09,False,Sem Promocao,10:30,10,Manha,False,True
19903,2025-05-07,33,CLI2965,3,1,12.91,12.91,12.91,True,Com Promocao,20:15,20,Noite,False,True
19904,2025-08-01,30,CLI1019,2,2,25.24,25.24,12.62,False,Sem Promocao,12:45,12,Tarde,False,True
19905,2025-08-20,12,CLI6749,3,3,31.73,31.73,10.58,True,Com Promocao,22:00,22,Noite,False,True
19906,2025-07-08,24,CLI6207,1,1,10.56,10.56,10.56,True,Com Promocao,14:30,14,Tarde,False,True
19907,2025-07-18,17,CLI8880,2,4,54.8,54.8,13.7,False,Sem Promocao,14:15,14,Tarde,False,True
19908,2025-06-14,15,CLI5108,2,4,42.42,42.42,10.6,True,Com Promocao,21:15,21,Noite,False,True
19909,2025-03-07,21,CLI8356,1,3,37.81,37.81,12.6,True,Com Promocao,16:45,16,Tarde,False,True
19910,2025-05-11,33,CLI1350,2,5,25.14,25.14,5.03,True,Com Promocao,15:30,15,Tarde,False,True
19911,2025-08-19,2,CLI1809,2,2,21.18,21.18,10.59,False,Sem Promocao,19:45,19,Noite,False,True
19912,2025-08-13,3,CLI6241,1,2,22.66,22.66,11.33,False,Sem Promocao,21:00,21,Noite,False,True
19913,2025-07-19,6,CLI6439,2,3,33.36,33.36,11.12,True,Com Promocao,15:00,15,Tarde,False,True
19914,2025-03-19,36,CLI5279,3,1,8.34,8.34,8.34,False,Sem Promocao,19:00,19,Noite,False,True
19915,2025-04-27,25,CLI6121,2,2,24.13,24.13,12.06,True,Com Promocao,17:45,17,Tarde,False,True
19916,2025-04-10,19,CLI2484,1,1,11.53,11.53,11.53,True,Com Promocao,22:45,22,Noite,False,True
19917,2025-06-05,8,CLI8564,3,2,25.4,25.4,12.7,False,Sem Promocao,21:15,21,Noite,False,True
19918,2025-05-03,19,CLI3589,1,4,39.6,39.6,9.9,False,Sem Promocao,21:00,21,Noite,False,True
19919,2025-03-07,14,CLI4850,3,4,50.92,50.92,12.73,False,Sem Promocao,09:30,9,Manha,False,True
19920,2025-05-30,2,CLI7636,1,3,36.24,36.24,12.08,False,Sem Promocao,20:30,20,Noite,False,True
19922,2025-05-20,34,CLI9311,3,4,34.93,34.93,8.73,True,Com Promocao,08:30,8,Manha,False,True
19923,2025-08-13,27,CLI5216,3,3,38.79,38.79,12.93,False,Sem Promocao,09:15,9,Manha,False,True
19924,2025-04-20,30,CLI7995,1,2,21.04,21.04,10.52,False,Sem Promocao,09:30,9,Manha,False,True
19925,2025-04-02,39,CLI8819,3,3,40.95,40.95,13.65,False,Sem Promocao,10:45,10,Manha,False,True
19926,2025-03-30,8,CLI4580,2,1,8.99,8.99,8.99,True,Com Promocao,16:30,16,Tarde,False,True
19927,2025-06-09,24,CLI6148,1,4,37.02,37.02,9.26,True,Com Promocao,10:30,10,Manha,False,True
19928,2025-03-29,11,CLI7729,3,3,19.08,19.08,6.36,False,Sem Promocao,11:45,11,Manha,False,True
19929,2025-03-10,12,CLI2829,1,2,18.88,18.88,9.44,False,Sem Promocao,22:30,22,Noite,False,True
19930,2025-05-20,35,CLI3056,2,2,26.52,26.52,13.26,False,Sem Promocao,08:00,8,Manha,False,True
19931,2025-05-09,25,CLI8507,1,1,5.1,5.1,5.1,True,Com Promocao,20:15,20,Noite,False,True
19932,2025-05-14,16,CLI2173,2,4,37.32,37.32,9.33,False,Sem Promocao,16:45,16,Tarde,False,True
19933,2025-05-25,12,CLI1203,1,4,25.42,25.42,6.36,True,Com Promocao,21:00,21,Noite,False,True
19934,2025-04-27,18,CLI8523,1,5,33.0,33.0,6.6,False,Sem Promocao,21:00,21,Noite,False,True
19935,2025-06-22,14,CLI3346,1,5,68.85,68.85,13.77,False,Sem Promocao,19:30,19,Noite,False,True
19936,2025-08-17,22,CLI3310,2,2,18.72,18.72,9.36,False,Sem Promocao,08:45,8,Manha,False,True
19937,2025-04-08,10,CLI9401,1,1,5.26,5.26,5.26,False,Sem Promocao,20:45,20,Noite,False,True
19938,2025-03-08,16,CLI6213,2,1,5.2,5.2,5.2,False,Sem Promocao,14:30,14,Tarde,False,True
19939,2025-05-07,16,CLI6066,1,3,28.95,28.95,9.65,False,Sem Promocao,16:45,16,Tarde,False,True
19940,2025-05-25,29,CLI4842,3,2,21.18,21.18,10.59,True,Com Promocao,17:45,17,Tarde,False,True
19941,2025-02-28,8,CLI7463,3,3,32.21,32.21,10.74,True,Com Promocao,21:30,21,Noite,False,True
19942,2025-05-23,21,CLI6315,2,5,53.49,53.49,10.7,True,Com Promocao,19:30,19,Noite,False,True
19943,2025-04-19,31,CLI3878,2,5,73.7,73.7,14.74,False,Sem Promocao,22:00,22,Noite,False,True
19944,2025-04-11,4,CLI8287,3,1,9.42,9.42,9.42,True,Com Promocao,17:15,17,Tarde,False,True
19945,2025-08-13,13,CLI7817,2,5,31.97,31.97,6.39,True,Com Promocao,14:15,14,Tarde,False,True
19946,2025-08-04,2,CLI5510,3,3,26.19,26.19,8.73,False,Sem Promocao,20:30,20,Noite,False,True
19947,2025-07-21,19,CLI2584,3,4,54.72,54.72,13.68,False,Sem Promocao,08:15,8,Manha,False,True
19948,2025-05-22,25,CLI9226,3,2,17.39,17.39,8.7,True,Com Promocao,15:00,15,Tarde,False,True
19949,2025-08-08,2,CLI9339,2,3,24.75,24.75,8.25,True,Com Promocao,08:00,8,Manha,False,True
19950,2025-04-15,10,CLI3253,1,4,46.03,46.03,11.51,True,Com Promocao,08:00,8,Manha,False,True
19951,2025-05-03,6,CLI5972,3,5,44.45,44.45,8.89,True,Com Promocao,17:15,17,Tarde,False,True
19952,2025-06-21,6,CLI9146,2,5,36.53,36.53,7.31,True,Com Promocao,16:00,16,Tarde,False,True
19953,2025-06-26,20,CLI6975,1,5,32.1,32.1,6.42,True,Com Promocao,10:00,10,Manha,False,True
19954,2025-04-05,31,CLI4720,1,5,60.9,60.9,12.18,False,Sem Promocao,17:30,17,Tarde,False,True
19955,2025-05-22,29,CLI4314,1,2,14.79,14.79,7.4,True,Com Promocao,12:30,12,Tarde,False,True
19956,2025-05-14,32,CLI8976,1,4,35.28,35.28,8.82,False,Sem Promocao,21:45,21,Noite,False,True
19957,2025-03-19,22,CLI2350,1,5,47.33,47.33,9.47,True,Com Promocao,12:45,12,Tarde,False,True
19958,2025-05-17,15,CLI4572,1,4,52.28,52.28,13.07,False,Sem Promocao,17:30,17,Tarde,False,True
19959,2025-07-20,35,CLI9243,1,3,25.35,25.35,8.45,True,Com Promocao,15:00,15,Tarde,False,True
19960,2025-05-21,20,CLI9095,2,4,20.28,20.28,5.07,False,Sem Promocao,19:15,19,Noite,False,True
19961,2025-08-11,21,CLI2542,2,1,8.71,8.71,8.71,True,Com Promocao,21:30,21,Noite,False,True
19962,2025-06-11,27,CLI7701,1,4,31.04,31.04,7.76,True,Com Promocao,16:30,16,Tarde,False,True
19963,2025-04-25,35,CLI3122,3,2,21.13,21.13,10.56,True,Com Promocao,11:15,11,Manha,False,True
19964,2025-08-01,10,CLI2347,3,3,32.64,32.64,10.88,False,Sem Promocao,19:00,19,Noite,False,True
19965,2025-03-16,21,CLI9106,2,4,46.6,46.6,11.65,False,Sem Promocao,18:15,18,Noite,False,True
19966,2025-07-28,39,CLI7613,1,1,12.05,12.05,12.05,True,Com Promocao,09:45,9,Manha,False,True
19967,2025-08-09,18,CLI7398,3,5,54.95,54.95,10.99,True,Com Promocao,15:15,15,Tarde,False,True
19968,2025-04-17,21,CLI2596,1,3,30.74,30.74,10.25,True,Com Promocao,17:15,17,Tarde,False,True
19969,2025-03-02,37,CLI8950,1,1,9.77,9.77,9.77,True,Com Promocao,10:45,10,Manha,False,True
19970,2025-02-28,1,CLI6548,1,4,43.35,43.35,10.84,True,Com Promocao,10:00,10,Manha,False,True
19971,2025-07-05,1,CLI9991,3,5,51.1,51.1,10.22,False,Sem Promocao,20:15,20,Noite,False,True
19972,2025-02-28,5,CLI4100,3,1,10.34,10.34,10.34,True,Com Promocao,19:30,19,Noite,False,True
19973,2025-08-02,38,CLI8934,3,4,46.56,46.56,11.64,False,Sem Promocao,13:00,13,Tarde,False,True
19974,2025-05-17,12,CLI4234,2,4,33.41,33.41,8.35,True,Com Promocao,13:15,13,Tarde,False,True
19975,2025-04-14,33,CLI2485,2,3,33.21,33.21,11.07,True,Com Promocao,11:00,11,Manha,False,True
19976,2025-08-03,23,CLI4041,1,1,8.65,8.65,8.65,False,Sem Promocao,21:00,21,Noite,False,True
19977,2025-08-21,36,CLI6068,3,5,71.0,71.0,14.2,False,Sem Promocao,17:15,17,Tarde,False,True
19978,2025-07-24,29,CLI6511,3,3,22.61,22.61,7.54,True,Com Promocao,14:45,14,Tarde,False,True
19979,2025-03-07,20,CLI6397,3,4,22.19,22.19,5.55,True,Com Promocao,19:45,19,Noite,False,True
19980,2025-08-22,29,CLI9653,2,3,33.21,33.21,11.07,False,Sem Promocao,18:45,18,Noite,False,True
19981,2025-04-20,24,CLI9870,1,4,29.76,29.76,7.44,False,Sem Promocao,13:00,13,Tarde,False,True
19982,2025-08-10,12,CLI8298,3,1,4.71,4.71,4.71,True,Com Promocao,19:00,19,Noite,False,True
19983,2025-06-29,39,CLI6486,2,2,24.4,24.4,12.2,False,Sem Promocao,09:00,9,Manha,False,True
19984,2025-07-01,24,CLI6686,3,1,13.63,13.63,13.63,False,Sem Promocao,13:00,13,Tarde,False,True
19985,2025-05-06,35,CLI2305,1,4,27.16,27.16,6.79,False,Sem Promocao,09:45,9,Manha,False,True
19986,2025-07-02,11,CLI8486,2,1,7.31,7.31,7.31,True,Com Promocao,16:00,16,Tarde,False,True
19987,2025-08-05,26,CLI3371,2,2,23.36,23.36,11.68,False,Sem Promocao,08:00,8,Manha,False,True
19988,2025-03-11,32,CLI7070,1,3,30.57,30.57,10.19,False,Sem Promocao,21:30,21,Noite,False,True
19989,2025-03-31,8,CLI5036,3,5,49.68,49.68,9.94,True,Com Promocao,21:15,21,Noite,False,True
19990,2025-05-29,22,CLI6171,2,3,28.59,28.59,9.53,True,Com Promocao,13:30,13,Tarde,False,True
19992,2025-06-30,10,CLI2328,2,5,73.25,73.25,14.65,False,Sem Promocao,16:45,16,Tarde,False,True
19993,2025-08-04,11,CLI3716,3,2,16.08,16.08,8.04,False,Sem Promocao,17:45,17,Tarde,False,True
19994,2025-07-02,7,CLI3052,2,5,25.05,25.05,5.01,False,Sem Promocao,17:00,17,Tarde,False,True
19995,2025-05-19,3,CLI8063,3,2,14.12,14.12,7.06,False,Sem Promocao,18:15,18,Noite,False,True
19996,2025-06-23,24,CLI8648,1,3,31.98,31.98,10.66,False,Sem Promocao,08:00,8,Manha,False,True
19998,2025-05-05,35,CLI7828,1,3,27.26,27.26,9.09,True,Com Promocao,18:00,18,Noite,False,True
19999,2025-06-19,33,CLI1813,1,4,44.99,44.99,11.25,True,Com Promocao,13:15,13,Tarde,False,True
20000,2025-07-08,13,CLI3363,1,3,40.59,40.59,13.53,False,Sem Promocao,21:30,21,Noite,False,True
20001,2025-05-21,39,CLI2881,3,1,6.66,6.66,6.66,False,Sem Promocao,10:45,10,Manha,False,True
20002,2025-06-03,19,CLI3026,2,1,9.39,9.39,9.39,True,Com Promocao,16:15,16,Tarde,False,True
20003,2025-07-26,15,CLI9753,2,3,20.44,20.44,6.81,True,Com Promocao,21:15,21,Noite,False,True
20004,2025-04-22,17,CLI8863,3,2,18.68,18.68,9.34,False,Sem Promocao,17:45,17,Tarde,False,True
20005,2025-08-08,7,CLI9758,1,4,30.24,30.24,7.56,False,Sem Promocao,22:15,22,Noite,False,True
20006,2025-06-17,21,CLI6370,1,2,11.2,11.2,5.6,False,Sem Promocao,10:30,10,Manha,False,True
20007,2025-02-25,5,CLI6353,1,5,43.35,43.35,8.67,False,Sem Promocao,09:00,9,Manha,False,True
20008,2025-02-23,1,CLI8745,3,3,20.58,20.58,6.86,False,Sem Promocao,14:00,14,Tarde,False,True
20009,2025-02-22,39,CLI4541,1,5,28.51,28.51,5.7,True,Com Promocao,16:15,16,Tarde,False,True
20010,2025-06-04,20,CLI9609,3,4,32.27,32.27,8.07,True,Com Promocao,11:30,11,Manha,False,True
20011,2025-04-22,8,CLI2303,1,1,6.63,6.63,6.63,False,Sem Promocao,16:45,16,Tarde,False,True
20012,2025-06-22,8,CLI9992,3,4,37.69,37.69,9.42,True,Com Promocao,17:30,17,Tarde,False,True
20013,2025-03-12,13,CLI5707,3,5,47.93,47.93,9.59,True,Com Promocao,19:30,19,Noite,False,True
20014,2025-03-11,37,CLI6262,3,1,11.23,11.23,11.23,True,Com Promocao,15:45,15,Tarde,False,True
20015,2025-07-19,11,CLI5042,3,5,47.43,47.43,9.49,True,Com Promocao,16:30,16,Tarde,False,True
20016,2025-07-09,17,CLI1424,3,4,14.5,14.5,3.62,True,Com Promocao,21:30,21,Noite,False,True
20017,2025-03-12,9,CLI6656,3,1,4.82,4.82,4.82,True,Com Promocao,11:00,11,Manha,False,True
20018,2025-06-30,11,CLI9039,3,2,20.66,20.66,10.33,False,Sem Promocao,10:00,10,Manha,False,True
20020,2025-03-08,22,CLI9567,3,2,17.9,17.9,8.95,True,Com Promocao,22:15,22,Noite,False,True
20021,2025-03-24,12,CLI7564,3,5,30.3,30.3,6.06,False,Sem Promocao,12:30,12,Tarde,False,True
20022,2025-04-19,8,CLI8968,3,4,56.08,56.08,14.02,False,Sem Promocao,22:45,22,Noite,False,True
20023,2025-06-03,12,CLI1838,3,5,28.55,28.55,5.71,False,Sem Promocao,09:45,9,Manha,False,True
20024,2025-03-02,22,CLI3597,1,5,46.25,46.25,9.25,True,Com Promocao,11:30,11,Manha,False,True
20025,2025-05-25,3,CLI2019,2,2,19.32,19.32,9.66,True,Com Promocao,10:45,10,Manha,False,True
20026,2025-03-01,9,CLI4131,2,3,23.94,23.94,7.98,True,Com Promocao,14:00,14,Tarde,False,True
20027,2025-03-01,1,CLI2306,2,4,46.8,46.8,11.7,False,Sem Promocao,10:15,10,Manha,False,True
20029,2025-03-06,19,CLI9940,3,1,14.75,14.75,14.75,False,Sem Promocao,08:30,8,Manha,False,True
20030,2025-04-15,5,CLI2563,2,4,22.02,22.02,5.5,True,Com Promocao,13:30,13,Tarde,False,True
20031,2025-06-23,20,CLI8402,3,3,34.2,34.2,11.4,False,Sem Promocao,12:45,12,Tarde,False,True
20032,2025-04-09,33,CLI4600,2,1,5.7,5.7,5.7,True,Com Promocao,12:45,12,Tarde,False,True
20033,2025-07-16,39,CLI3383,2,4,31.36,31.36,7.84,False,Sem Promocao,19:30,19,Noite,False,True
20034,2025-02-22,16,CLI7393,1,2,21.86,21.86,10.93,False,Sem Promocao,22:30,22,Noite,False,True
20035,2025-06-25,33,CLI2099,1,1,13.39,13.39,13.39,False,Sem Promocao,11:00,11,Manha,False,True
20036,2025-04-03,39,CLI7333,1,2,25.42,25.42,12.71,False,Sem Promocao,11:15,11,Manha,False,True
20037,2025-08-12,34,CLI9505,1,3,21.3,21.3,7.1,False,Sem Promocao,17:15,17,Tarde,False,True
20038,2025-07-20,15,CLI3448,1,5,61.06,61.06,12.21,True,Com Promocao,13:15,13,Tarde,False,True
20039,2025-07-02,40,CLI9099,1,2,17.58,17.58,8.79,False,Sem Promocao,20:45,20,Noite,False,True
20040,2025-04-29,14,CLI6653,1,5,37.65,37.65,7.53,False,Sem Promocao,18:45,18,Noite,False,True
20041,2025-06-17,31,CLI8469,1,1,5.76,5.76,5.76,False,Sem Promocao,20:15,20,Noite,False,True
20042,2025-08-08,38,CLI5608,3,3,34.42,34.42,11.47,True,Com Promocao,17:30,17,Tarde,False,True
20043,2025-08-18,14,CLI4544,2,2,23.1,23.1,11.55,False,Sem Promocao,22:00,22,Noite,False,True
20044,2025-08-17,19,CLI9061,3,4,54.44,54.44,13.61,False,Sem Promocao,18:45,18,Noite,False,True
20045,2025-04-28,10,CLI9850,2,3,43.92,43.92,14.64,False,Sem Promocao,18:00,18,Noite,False,True
20046,2025-07-09,35,CLI9766,2,4,34.11,34.11,8.53,True,Com Promocao,08:45,8,Manha,False,True
20047,2025-02-21,36,CLI4415,3,4,21.68,21.68,5.42,True,Com Promocao,14:15,14,Tarde,False,True
20048,2025-07-23,11,CLI9632,1,5,67.85,67.85,13.57,False,Sem Promocao,08:00,8,Manha,False,True
20049,2025-08-17,29,CLI4291,2,5,51.1,51.1,10.22,False,Sem Promocao,13:45,13,Tarde,False,True
20050,2025-04-17,26,CLI4288,1,5,40.36,40.36,8.07,True,Com Promocao,20:45,20,Noite,False,True
20051,2025-02-27,30,CLI6559,3,2,23.82,23.82,11.91,False,Sem Promocao,19:00,19,Noite,False,True
20052,2025-05-06,26,CLI6946,1,4,36.44,36.44,9.11,False,Sem Promocao,19:15,19,Noite,False,True
20053,2025-03-13,12,CLI7488,3,2,14.7,14.7,7.35,False,Sem Promocao,20:45,20,Noite,False,True
20054,2025-05-09,15,CLI1215,1,5,41.51,41.51,8.3,True,Com Promocao,19:30,19,Noite,False,True
20055,2025-04-29,30,CLI4111,2,4,21.6,21.6,5.4,False,Sem Promocao,21:15,21,Noite,False,True
