id_cliente,cliente_recorrente,quantidade_transacoes_cliente,faixa_frequencia_cliente,segmento_valor_cliente,primeira_data_compra,ultima_data_compra,dias_entre_primeira_ultima_compra,receita_total_cliente,volume_total_cliente,ticket_medio_cliente,cidade_principal,estado_principal,canal_preferencial,categoria_preferencial
CLI4544,True,7,7 a 10 compras,Alto valor,2025-03-07,2025-08-18,164,195.75,24,27.96,Aparecida De Rocha,AL,Loja Física,Milkshake
CLI4545,True,7,7 a 10 compras,Alto valor,2025-03-15,2025-08-01,139,198.64,23,28.38,Costela Do Norte,CE,App,Casquinha
CLI4546,True,10,7 a 10 compras,Alto valor,2025-02-21,2025-07-26,155,278.21,31,27.82,Araújo Do Oeste,AP,Parceiro,Milkshake
CLI4547,True,4,4 a 6 compras,Medio valor,2025-03-11,2025-04-18,38,130.72,13,32.68,Barros Das Pedras,BA,App,Milkshake
CLI4548,True,2,2 a 3 compras,Baixo valor,2025-06-02,2025-06-15,13,49.25,6,24.62,Campinas,DF,Loja Física,Casquinha
CLI4549,True,7,7 a 10 compras,Medio valor,2025-03-03,2025-07-07,126,122.15,18,17.45,Brito,AC,Loja Física,Casquinha
CLI4550,True,7,7 a 10 compras,Medio valor,2025-03-08,2025-08-29,174,164.14,19,23.45,Abreu Do Norte,AC,App,Milkshake
CLI4551,True,3,2 a 3 compras,Baixo valor,2025-02-28,2025-05-29,90,82.5,9,27.5,Da Paz De Silva,MS,App,Milkshake
CLI4552,True,2,2 a 3 compras,Medio valor,2025-05-06,2025-05-17,11,119.25999999999999,9,59.63,Gonçalves Da Praia,AC,App,Casquinha
CLI4553,True,6,4 a 6 compras,Alto valor,2025-02-21,2025-07-10,139,205.24,24,34.21,Andrade,AC,App,Picolé
CLI4554,True,7,7 a 10 compras,Alto valor,2025-02-27,2025-06-19,112,214.67,24,30.67,Campinas,CE,App,Milkshake
CLI4555,True,3,2 a 3 compras,Baixo valor,2025-04-19,2025-07-28,100,69.59,7,23.2,Campinas,AP,App,Milkshake
CLI4556,True,7,7 a 10 compras,Medio valor,2025-04-25,2025-07-13,79,170.89000000000001,20,24.41,Duarte,RN,App,Milkshake
CLI4557,True,6,4 a 6 compras,Medio valor,2025-03-05,2025-06-10,97,154.35,22,25.72,Camargo,AL,App,Picolé
CLI4558,True,3,2 a 3 compras,Baixo valor,2025-07-08,2025-08-03,26,92.59,10,30.86,Nascimento Do Galho,RO,App,Sundae
CLI4559,True,7,7 a 10 compras,Alto valor,2025-02-22,2025-06-30,128,187.98000000000002,20,26.85,Cardoso,AP,Parceiro,Casquinha
CLI4560,True,2,2 a 3 compras,Baixo valor,2025-04-05,2025-06-21,77,57.93,6,28.96,Nunes Paulista,AM,App,Casquinha
CLI4561,True,12,Mais de 10 compras,Alto valor,2025-02-26,2025-08-17,172,313.05,33,26.09,Barbosa,ES,Parceiro,Picolé
CLI4562,True,12,Mais de 10 compras,Alto valor,2025-03-27,2025-07-10,105,217.19,24,18.1,Albuquerque Do Oeste,SE,Parceiro,Pote
CLI4563,True,8,7 a 10 compras,Alto valor,2025-02-20,2025-08-10,171,202.26999999999998,20,25.28,Almeida Verde,MG,Loja Física,Sundae
CLI4564,False,1,1 compra,Baixo valor,2025-07-30,2025-07-30,0,25.32,3,25.32,Duarte Da Praia,RO,Loja Física,Sundae
CLI4565,False,1,1 compra,Baixo valor,2025-03-02,2025-03-02,0,24.14,3,24.14,Fonseca De Goiás,RS,Parceiro,Picolé
CLI4566,True,2,2 a 3 compras,Baixo valor,2025-08-12,2025-08-17,5,42.15,7,21.08,Campinas,BA,App,Casquinha
CLI4567,True,4,4 a 6 compras,Baixo valor,2025-07-06,2025-08-07,32,90.78,9,22.7,Almeida,RO,Loja Física,Milkshake
CLI4568,True,3,2 a 3 compras,Baixo valor,2025-05-29,2025-07-21,53,88.14,10,29.38,Alves,AP,App,Casquinha
CLI4569,True,4,4 a 6 compras,Medio valor,2025-04-03,2025-08-19,138,145.29,12,36.32,Das Neves,SE,Parceiro,Pote
CLI4570,False,1,1 compra,Baixo valor,2025-05-11,2025-05-11,0,37.74,4,37.74,Montenegro Das Pedras,RR,Parceiro,Sundae
CLI4571,True,10,7 a 10 compras,Alto valor,2025-03-04,2025-08-20,169,216.42,26,21.64,Aragão,AP,App,Casquinha
CLI4572,True,7,7 a 10 compras,Alto valor,2025-03-04,2025-08-14,163,177.35,22,25.34,Castro,RJ,Loja Física,Pote
CLI4573,True,2,2 a 3 compras,Baixo valor,2025-05-19,2025-06-05,17,85.43,8,42.72,Aragão Do Sul,AL,Parceiro,Casquinha
CLI4574,True,8,7 a 10 compras,Alto valor,2025-02-28,2025-07-25,147,240.43,33,30.05,Albuquerque,AC,Loja Física,Casquinha
CLI4575,True,6,4 a 6 compras,Baixo valor,2025-04-23,2025-08-18,117,99.96000000000001,15,16.66,Aragão,BA,Loja Física,Pote
CLI4576,True,6,4 a 6 compras,Medio valor,2025-03-16,2025-09-03,171,152.87,20,25.48,Almeida,AM,App,Pote
CLI4577,True,6,4 a 6 compras,Medio valor,2025-03-30,2025-07-26,118,175.65,19,29.28,Da Luz Da Praia,AC,Loja Física,Picolé
CLI4578,True,6,4 a 6 compras,Baixo valor,2025-03-14,2025-08-09,148,105.41,16,17.57,Barbosa,AC,Loja Física,Casquinha
CLI4579,True,6,4 a 6 compras,Medio valor,2025-03-20,2025-06-12,84,133.35,16,22.22,Campinas,AL,App,Picolé
CLI4580,True,7,7 a 10 compras,Alto valor,2025-02-20,2025-07-28,158,203.32000000000002,21,29.05,Aparecida Do Norte,AC,App,Milkshake
CLI4581,True,8,7 a 10 compras,Alto valor,2025-04-10,2025-08-21,133,185.15,24,23.14,Andrade Do Norte,AL,Parceiro,Casquinha
CLI4582,True,8,7 a 10 compras,Medio valor,2025-02-28,2025-08-11,164,169.74,22,21.22,Borges,DF,Parceiro,Sundae
CLI4583,True,5,4 a 6 compras,Medio valor,2025-05-16,2025-06-17,32,126.38,12,25.28,Campinas,AL,Loja Física,Milkshake
CLI4584,True,3,2 a 3 compras,Baixo valor,2025-02-23,2025-05-08,74,103.0,9,34.33,Da Conceição De Fogaça,AL,Parceiro,Milkshake
CLI4585,True,7,7 a 10 compras,Medio valor,2025-03-20,2025-08-13,146,173.43,21,24.78,Barbosa Da Praia,CE,Parceiro,Casquinha
CLI4586,True,5,4 a 6 compras,Medio valor,2025-04-18,2025-08-10,114,139.34,15,27.87,Campinas,CE,App,Picolé
CLI4587,True,9,7 a 10 compras,Medio valor,2025-02-20,2025-07-21,151,172.1,23,19.12,Andrade,RS,Parceiro,Casquinha
CLI4588,True,4,4 a 6 compras,Medio valor,2025-04-19,2025-08-17,120,118.59,14,29.65,Lima,AL,App,Milkshake
CLI4589,True,6,4 a 6 compras,Alto valor,2025-03-08,2025-08-02,147,188.74,16,31.46,Cassiano De Barros,AL,Loja Física,Sundae
CLI4590,True,6,4 a 6 compras,Medio valor,2025-02-27,2025-07-07,130,150.83,17,25.14,Albuquerque Verde,DF,Loja Física,Picolé
CLI4591,True,3,2 a 3 compras,Medio valor,2025-06-09,2025-08-16,68,126.94,14,42.31,Barros Do Sul,MT,Parceiro,Milkshake
CLI4592,True,3,2 a 3 compras,Baixo valor,2025-03-07,2025-08-19,165,104.99,11,35.0,Campinas,MT,Parceiro,Milkshake
CLI4593,True,4,4 a 6 compras,Baixo valor,2025-03-23,2025-06-17,86,85.99,8,21.5,Barbosa Dos Dourados,MA,Parceiro,Picolé
CLI4594,True,3,2 a 3 compras,Medio valor,2025-03-25,2025-06-27,94,145.31,13,48.44,Da Rocha Grande,MS,Parceiro,Sundae
CLI4595,True,4,4 a 6 compras,Baixo valor,2025-04-02,2025-07-31,120,89.58000000000001,10,22.4,Barros De Guerra,MS,App,Milkshake
CLI4596,True,4,4 a 6 compras,Baixo valor,2025-03-10,2025-06-19,101,92.59,11,23.15,Da Mata De Minas,RJ,App,Casquinha
CLI4597,True,5,4 a 6 compras,Baixo valor,2025-03-03,2025-08-08,158,92.11,10,18.42,Albuquerque,ES,Loja Física,Milkshake
CLI4598,True,6,4 a 6 compras,Baixo valor,2025-02-25,2025-07-25,150,110.71,13,18.45,Cassiano,AP,Parceiro,Pote
CLI4599,True,10,7 a 10 compras,Alto valor,2025-03-04,2025-07-26,144,283.68,32,28.37,Borges,DF,Loja Física,Pote
CLI4600,True,8,7 a 10 compras,Alto valor,2025-02-24,2025-08-05,162,221.47,22,27.68,Correia Do Sul,MG,App,Casquinha
CLI4601,True,7,7 a 10 compras,Alto valor,2025-03-08,2025-06-26,110,223.87,24,31.98,Abreu Da Praia,SE,App,Casquinha
CLI4602,True,4,4 a 6 compras,Medio valor,2025-05-02,2025-08-20,110,158.32,17,39.58,Castro Do Amparo,AP,App,Casquinha
CLI4603,True,6,4 a 6 compras,Alto valor,2025-03-19,2025-07-04,107,221.07,22,36.84,Brito,CE,Loja Física,Picolé
CLI4604,False,1,1 compra,Baixo valor,2025-04-27,2025-04-27,0,13.2,2,13.2,Andrade Do Norte,AM,App,Sundae
CLI4605,True,7,7 a 10 compras,Alto valor,2025-02-26,2025-07-29,153,186.19,20,26.6,Cirino De Melo,PR,Parceiro,Casquinha
CLI4606,True,4,4 a 6 compras,Medio valor,2025-05-14,2025-08-28,106,121.35,14,30.34,Cavalcanti De Minas,AM,Loja Física,Picolé
CLI4607,False,1,1 compra,Baixo valor,2025-05-04,2025-05-04,0,25.25,5,25.25,Da Luz,CE,App,Milkshake
CLI4608,True,7,7 a 10 compras,Alto valor,2025-03-26,2025-08-04,131,259.7,24,37.1,Da Luz,MS,Loja Física,Sundae
CLI4609,True,9,7 a 10 compras,Alto valor,2025-02-21,2025-08-21,181,216.38,24,24.04,Azevedo,CE,App,Casquinha
CLI4610,True,6,4 a 6 compras,Medio valor,2025-06-02,2025-08-18,77,176.32,18,29.39,Albuquerque Da Mata,AC,Loja Física,Casquinha
CLI4611,True,4,4 a 6 compras,Baixo valor,2025-03-12,2025-04-24,43,93.77000000000001,9,23.44,Fonseca,AP,App,Casquinha
CLI4612,True,8,7 a 10 compras,Alto valor,2025-03-28,2025-08-17,142,238.3,27,29.79,Camargo Da Serra,PE,Loja Física,Casquinha
CLI4613,True,5,4 a 6 compras,Alto valor,2025-04-04,2025-07-28,115,177.91,16,35.58,Carvalho,CE,Loja Física,Sundae
CLI4614,False,1,1 compra,Baixo valor,2025-05-17,2025-05-17,0,20.48,2,20.48,Moreira,AL,Parceiro,Casquinha
CLI4615,True,3,2 a 3 compras,Baixo valor,2025-02-20,2025-07-29,159,92.46,10,30.82,Duarte Da Serra,MT,Parceiro,Sundae
CLI4616,True,7,7 a 10 compras,Alto valor,2025-02-22,2025-07-27,155,194.1,24,27.73,Albuquerque,RN,Loja Física,Casquinha
CLI4617,True,3,2 a 3 compras,Medio valor,2025-03-27,2025-07-19,114,118.09,11,39.36,Camargo De Da Costa,MS,App,Picolé
CLI4618,True,7,7 a 10 compras,Alto valor,2025-03-01,2025-07-30,151,260.81,23,37.26,Campinas,MA,App,Sundae
CLI4619,True,10,7 a 10 compras,Alto valor,2025-03-12,2025-07-24,134,289.51,32,28.95,Albuquerque Da Prata,MG,Parceiro,Milkshake
CLI4620,True,5,4 a 6 compras,Medio valor,2025-03-04,2025-08-17,166,130.71,14,26.14,Cirino De Camargo,MS,App,Casquinha
CLI4621,True,3,2 a 3 compras,Baixo valor,2025-06-27,2025-08-20,54,58.68,8,19.56,Gomes,RO,Loja Física,Casquinha
CLI4622,True,8,7 a 10 compras,Alto valor,2025-02-28,2025-07-25,147,262.28,31,32.78,Cunha,AP,Loja Física,Casquinha
CLI4623,True,4,4 a 6 compras,Medio valor,2025-04-18,2025-07-31,104,128.04,13,32.01,Nascimento,BA,Parceiro,Milkshake
CLI4624,True,3,2 a 3 compras,Medio valor,2025-03-20,2025-07-04,106,118.53,11,39.51,Campinas,SE,Parceiro,Milkshake
CLI4625,True,9,7 a 10 compras,Alto valor,2025-03-04,2025-08-16,165,185.13,21,20.57,Araújo Do Campo,PB,App,Milkshake
CLI4626,True,7,7 a 10 compras,Alto valor,2025-02-22,2025-08-05,164,220.11,23,31.44,Aragão,AM,App,Casquinha
CLI4627,True,3,2 a 3 compras,Baixo valor,2025-04-07,2025-07-18,102,38.35,5,12.78,Da Rocha,MS,Loja Física,Casquinha
CLI4628,True,5,4 a 6 compras,Alto valor,2025-03-12,2025-08-20,161,237.28,25,47.46,Alves,DF,App,Milkshake
CLI4629,True,8,7 a 10 compras,Alto valor,2025-03-14,2025-07-21,129,230.39,23,28.8,Cavalcanti Do Sul,RS,Parceiro,Milkshake
CLI4630,True,3,2 a 3 compras,Baixo valor,2025-02-23,2025-07-15,142,45.160000000000004,9,15.05,Martins De Goiás,GO,App,Milkshake
CLI4631,True,10,7 a 10 compras,Alto valor,2025-03-06,2025-07-26,142,270.29,29,27.03,Abreu,MA,App,Milkshake
CLI4632,True,5,4 a 6 compras,Medio valor,2025-02-22,2025-08-10,169,116.56,13,23.31,Caldeira De Das Neves,BA,Parceiro,Milkshake
CLI4633,True,7,7 a 10 compras,Alto valor,2025-02-26,2025-07-09,133,240.92,24,34.42,Azevedo Da Praia,PB,Loja Física,Casquinha
CLI4634,True,6,4 a 6 compras,Alto valor,2025-03-23,2025-07-22,121,250.54000000000002,22,41.76,Abreu,CE,Loja Física,Casquinha
CLI4635,True,2,2 a 3 compras,Medio valor,2025-03-12,2025-07-28,138,113.04,8,56.52,Martins,PA,Parceiro,Casquinha
CLI4636,True,10,7 a 10 compras,Alto valor,2025-02-27,2025-08-08,162,289.71,33,28.97,Alves,ES,App,Pote
CLI4637,True,4,4 a 6 compras,Baixo valor,2025-03-30,2025-06-22,84,86.86,9,21.72,Albuquerque De Da Paz,RJ,App,Picolé
CLI4638,True,6,4 a 6 compras,Medio valor,2025-02-20,2025-07-30,160,114.5,13,19.08,Alves Da Mata,MG,App,Pote
CLI4639,True,6,4 a 6 compras,Medio valor,2025-02-24,2025-06-07,103,148.72,19,24.79,Abreu,ES,App,Pote
CLI4640,True,4,4 a 6 compras,Baixo valor,2025-02-23,2025-06-08,105,94.32,12,23.58,Campos,AP,Loja Física,Pote
CLI4641,True,9,7 a 10 compras,Alto valor,2025-03-10,2025-08-07,150,218.31,28,24.26,Araújo,MT,App,Casquinha
CLI4642,True,2,2 a 3 compras,Baixo valor,2025-02-28,2025-03-07,7,54.08,7,27.04,Camargo Da Mata,MS,Loja Física,Casquinha
CLI4643,True,3,2 a 3 compras,Baixo valor,2025-04-02,2025-06-25,84,41.190000000000005,4,13.73,Albuquerque Da Serra,ES,Loja Física,Milkshake
CLI4644,True,4,4 a 6 compras,Baixo valor,2025-04-07,2025-06-24,78,103.88,12,25.97,Campos Da Serra,MA,App,Casquinha
CLI4645,True,2,2 a 3 compras,Baixo valor,2025-02-20,2025-05-02,71,86.78999999999999,8,43.4,Melo,BA,App,Picolé
CLI4646,True,10,7 a 10 compras,Alto valor,2025-02-25,2025-08-15,171,269.22,33,26.92,Araújo Grande,GO,App,Milkshake
CLI4647,True,4,4 a 6 compras,Baixo valor,2025-05-27,2025-07-08,42,92.92,11,23.23,Fernandes,RS,App,Casquinha
CLI4648,True,6,4 a 6 compras,Medio valor,2025-02-22,2025-08-21,180,138.81,23,23.14,Cirino Do Galho,DF,Parceiro,Milkshake
CLI4649,True,3,2 a 3 compras,Baixo valor,2025-05-24,2025-08-04,72,76.29,9,25.43,Campos Das Pedras,PI,App,Pote
CLI4650,True,5,4 a 6 compras,Baixo valor,2025-03-30,2025-08-07,130,102.0,11,20.4,Alves Do Campo,AM,Loja Física,Milkshake
CLI4651,True,6,4 a 6 compras,Medio valor,2025-04-01,2025-09-14,166,145.81,16,24.3,Alves Alegre,PA,App,Picolé
CLI4652,True,6,4 a 6 compras,Baixo valor,2025-04-07,2025-08-17,132,105.77,17,17.63,Almeida Do Galho,MA,App,Casquinha
CLI4653,True,6,4 a 6 compras,Alto valor,2025-02-23,2025-07-23,150,203.96,20,33.99,Aragão,AL,Parceiro,Picolé
CLI4654,True,8,7 a 10 compras,Alto valor,2025-02-26,2025-07-17,141,284.28,30,35.53,Cassiano,RN,App,Pote
CLI4655,True,4,4 a 6 compras,Baixo valor,2025-05-04,2025-08-02,90,94.65,10,23.66,Correia Do Amparo,AL,Loja Física,Casquinha
CLI4656,True,4,4 a 6 compras,Baixo valor,2025-02-27,2025-06-10,103,74.72,8,18.68,Alves,AC,Loja Física,Casquinha
CLI4657,True,4,4 a 6 compras,Baixo valor,2025-03-26,2025-06-14,80,79.84,8,19.96,Abreu,AL,App,Pote
CLI4658,True,5,4 a 6 compras,Baixo valor,2025-05-02,2025-07-26,85,86.89,12,17.38,Campinas,AM,Parceiro,Milkshake
CLI4659,True,5,4 a 6 compras,Medio valor,2025-02-25,2025-08-03,159,166.95,22,33.39,Correia,SP,Loja Física,Sundae
CLI4660,True,4,4 a 6 compras,Medio valor,2025-03-17,2025-08-03,139,160.43,17,40.11,Aragão Grande,AC,Loja Física,Pote
CLI4661,True,8,7 a 10 compras,Alto valor,2025-03-25,2025-08-21,149,194.67000000000002,22,24.33,Aparecida Das Flores,SC,App,Casquinha
CLI4662,True,7,7 a 10 compras,Alto valor,2025-02-23,2025-08-09,167,249.38,28,35.63,Da Conceição Do Campo,RO,Parceiro,Picolé
CLI4663,True,8,7 a 10 compras,Alto valor,2025-02-28,2025-08-18,171,240.03,22,30.0,Albuquerque,AM,Loja Física,Milkshake
CLI4664,True,4,4 a 6 compras,Baixo valor,2025-03-16,2025-06-09,85,101.33,11,25.33,Brito Da Prata,AC,App,Picolé
CLI4665,True,11,Mais de 10 compras,Alto valor,2025-02-23,2025-08-19,177,292.35,32,26.58,Aragão De Azevedo,BA,Parceiro,Pote
CLI4666,True,5,4 a 6 compras,Baixo valor,2025-04-19,2025-08-13,116,111.62,15,22.32,Barros Da Mata,AL,Parceiro,Milkshake
CLI4667,True,4,4 a 6 compras,Medio valor,2025-02-28,2025-07-23,145,128.13,16,32.03,Cavalcanti De Ramos,AL,App,Sundae
CLI4668,True,2,2 a 3 compras,Baixo valor,2025-04-28,2025-05-13,15,58.019999999999996,10,29.01,Campinas,BA,Loja Física,Milkshake
CLI4669,True,4,4 a 6 compras,Baixo valor,2025-04-07,2025-08-16,131,50.36,10,12.59,Albuquerque De Martins,MS,Loja Física,Pote
CLI4670,True,5,4 a 6 compras,Medio valor,2025-02-28,2025-07-10,132,155.56,12,31.11,Cavalcanti De Da Luz,AC,App,Picolé
CLI4671,True,7,7 a 10 compras,Medio valor,2025-03-09,2025-09-18,193,166.22,20,23.75,Araújo De Vieira,AC,Parceiro,Pote
CLI4672,True,3,2 a 3 compras,Baixo valor,2025-05-05,2025-07-02,58,46.129999999999995,7,15.38,Brito Da Serra,CE,App,Picolé
CLI4673,True,5,4 a 6 compras,Alto valor,2025-03-07,2025-07-30,145,218.44,20,43.69,Araújo,RN,Loja Física,Picolé
CLI4674,True,4,4 a 6 compras,Baixo valor,2025-04-23,2025-08-15,114,111.66,12,27.92,Azevedo,RO,Parceiro,Sundae
CLI4675,True,5,4 a 6 compras,Medio valor,2025-04-08,2025-07-21,104,133.92000000000002,17,26.78,Barbosa,GO,App,Casquinha
CLI4676,True,5,4 a 6 compras,Alto valor,2025-02-23,2025-07-24,151,189.45,24,37.89,Campos,DF,App,Milkshake
CLI4677,True,8,7 a 10 compras,Alto valor,2025-02-27,2025-08-07,161,255.48000000000002,28,31.94,Almeida De Minas,AM,App,Picolé
CLI4678,True,7,7 a 10 compras,Alto valor,2025-03-22,2025-08-06,137,185.67000000000002,17,26.52,Abreu,RO,Loja Física,Casquinha
CLI4679,True,6,4 a 6 compras,Medio valor,2025-03-08,2025-06-24,108,115.55,13,19.26,Aragão,RS,Loja Física,Casquinha
CLI4680,True,5,4 a 6 compras,Baixo valor,2025-05-17,2025-08-31,106,92.3,11,18.46,Ferreira Dos Dourados,AL,Parceiro,Casquinha
CLI4681,True,3,2 a 3 compras,Baixo valor,2025-04-18,2025-08-15,119,55.379999999999995,8,18.46,Lopes Do Oeste,BA,App,Milkshake
CLI4682,True,5,4 a 6 compras,Medio valor,2025-02-28,2025-08-05,158,122.45,14,24.49,Aparecida,AL,Loja Física,Picolé
CLI4683,True,7,7 a 10 compras,Alto valor,2025-02-21,2025-08-21,181,195.42000000000002,28,27.92,Barbosa Do Campo,RO,Loja Física,Casquinha
CLI4684,True,4,4 a 6 compras,Baixo valor,2025-02-28,2025-06-13,105,50.59,6,12.65,Camargo Do Sul,AL,Parceiro,Casquinha
CLI4685,True,8,7 a 10 compras,Alto valor,2025-02-22,2025-08-10,169,198.92,27,24.86,Da Costa,PA,Loja Física,Milkshake
CLI4686,True,3,2 a 3 compras,Baixo valor,2025-05-10,2025-07-29,80,99.25999999999999,10,33.09,Brito Paulista,AC,App,Picolé
CLI4687,True,3,2 a 3 compras,Baixo valor,2025-03-27,2025-08-19,145,57.489999999999995,5,19.16,Abreu,ES,Parceiro,Casquinha
CLI4688,True,4,4 a 6 compras,Baixo valor,2025-04-21,2025-08-03,104,108.23,9,27.06,Carvalho,AC,Parceiro,Casquinha
CLI4689,True,5,4 a 6 compras,Baixo valor,2025-05-31,2025-06-29,29,80.07,10,16.01,Azevedo De Da Mota,AM,App,Picolé
CLI4690,True,3,2 a 3 compras,Baixo valor,2025-03-06,2025-06-21,107,81.32,9,27.11,Freitas De Goiás,CE,App,Casquinha
CLI4691,True,5,4 a 6 compras,Alto valor,2025-03-05,2025-06-05,92,179.48,16,35.9,Da Mota Da Praia,ES,App,Pote
CLI4692,True,8,7 a 10 compras,Medio valor,2025-02-26,2025-09-10,196,175.39,20,21.92,Caldeira,PB,Parceiro,Sundae
CLI4693,True,6,4 a 6 compras,Alto valor,2025-03-17,2025-07-30,135,180.77,22,30.13,Alves Do Norte,AC,App,Casquinha
CLI4694,True,6,4 a 6 compras,Medio valor,2025-02-25,2025-06-28,123,156.34,20,26.06,Borges,AM,Parceiro,Picolé
CLI4695,True,6,4 a 6 compras,Medio valor,2025-02-26,2025-08-18,173,176.0,21,29.33,Araújo,AL,Loja Física,Pote
CLI4696,True,9,7 a 10 compras,Alto valor,2025-03-21,2025-08-03,135,217.82999999999998,25,24.2,Aragão Alegre,RO,Loja Física,Milkshake
CLI4697,True,6,4 a 6 compras,Medio valor,2025-03-16,2025-06-30,106,169.64000000000001,18,28.27,Abreu Do Sul,CE,App,Picolé
CLI4698,True,6,4 a 6 compras,Alto valor,2025-02-22,2025-08-10,169,216.31,24,36.05,Albuquerque De Da Cunha,AC,App,Milkshake
CLI4699,True,5,4 a 6 compras,Medio valor,2025-02-21,2025-06-12,111,122.15,15,24.43,Campos,DF,Parceiro,Casquinha
CLI4700,True,5,4 a 6 compras,Medio valor,2025-04-26,2025-06-03,38,126.11,12,25.22,Campinas,DF,Parceiro,Milkshake
CLI4701,True,8,7 a 10 compras,Alto valor,2025-03-12,2025-08-20,161,280.69,31,35.09,Campinas,BA,Parceiro,Picolé
CLI4702,True,5,4 a 6 compras,Medio valor,2025-03-27,2025-08-08,134,153.37,14,30.67,Campinas,AC,App,Milkshake
CLI4703,True,8,7 a 10 compras,Medio valor,2025-02-22,2025-08-13,172,149.36,17,18.67,Campinas,SP,App,Pote
CLI4704,True,4,4 a 6 compras,Medio valor,2025-03-31,2025-08-20,142,137.74,13,34.44,Campinas,AM,Loja Física,Milkshake
CLI4705,True,7,7 a 10 compras,Medio valor,2025-02-24,2025-07-28,154,145.17000000000002,14,20.74,Câmara,ES,Parceiro,Picolé
CLI4706,True,5,4 a 6 compras,Alto valor,2025-03-21,2025-08-16,148,198.48,22,39.7,Araújo,AL,App,Picolé
CLI4707,True,7,7 a 10 compras,Alto valor,2025-03-07,2025-06-20,105,204.71,24,29.24,Abreu,ES,App,Pote
CLI4708,False,1,1 compra,Baixo valor,2025-05-29,2025-05-29,0,44.97,3,44.97,Costa,RO,Parceiro,Milkshake
CLI4709,True,4,4 a 6 compras,Medio valor,2025-03-06,2025-06-27,113,148.86,13,37.22,Fogaça De Barros,BA,Loja Física,Milkshake
CLI4710,True,2,2 a 3 compras,Baixo valor,2025-04-11,2025-08-02,113,24.13,4,12.06,Nogueira Paulista,AP,App,Pote
CLI4711,True,4,4 a 6 compras,Medio valor,2025-02-25,2025-04-15,49,119.81,12,29.95,Aragão De Teixeira,AM,Parceiro,Sundae
CLI4712,True,4,4 a 6 compras,Medio valor,2025-04-21,2025-07-13,83,114.67,10,28.67,Camargo,AL,Parceiro,Pote
CLI4713,True,10,7 a 10 compras,Alto valor,2025-02-20,2025-07-07,137,278.45,28,27.84,Camargo Grande,CE,App,Sundae
CLI4714,True,4,4 a 6 compras,Medio valor,2025-03-31,2025-07-13,104,149.57,16,37.39,Albuquerque Do Galho,AC,App,Casquinha
CLI4715,True,7,7 a 10 compras,Alto valor,2025-02-20,2025-08-20,181,259.25,24,37.04,Brito,MA,Parceiro,Sundae
CLI4716,True,4,4 a 6 compras,Baixo valor,2025-04-05,2025-09-06,154,102.27,12,25.57,Aragão,MT,App,Milkshake
CLI4717,True,6,4 a 6 compras,Alto valor,2025-04-02,2025-08-13,133,192.67000000000002,23,32.11,Campinas,AC,Parceiro,Casquinha
CLI4718,True,6,4 a 6 compras,Alto valor,2025-03-11,2025-08-02,144,232.19,24,38.7,Aparecida,RN,App,Casquinha
CLI4719,True,6,4 a 6 compras,Medio valor,2025-04-20,2025-08-17,119,147.95,16,24.66,Araújo,DF,App,Milkshake
CLI4720,True,9,7 a 10 compras,Alto valor,2025-04-05,2025-08-26,143,260.41,27,28.93,Borges,RO,App,Milkshake
CLI4721,True,9,7 a 10 compras,Alto valor,2025-04-28,2025-08-18,112,256.87,29,28.54,Almeida De Duarte,PA,Loja Física,Sundae
CLI4722,True,9,7 a 10 compras,Alto valor,2025-03-21,2025-08-13,145,292.36,29,32.48,Campinas,MA,App,Milkshake
CLI4723,True,5,4 a 6 compras,Medio valor,2025-04-02,2025-08-04,124,151.1,17,30.22,Da Costa De Oliveira,AP,App,Pote
CLI4724,True,6,4 a 6 compras,Medio valor,2025-05-09,2025-09-18,132,157.25,17,26.21,Barros Da Mata,RJ,Parceiro,Casquinha
CLI4725,True,7,7 a 10 compras,Alto valor,2025-03-08,2025-07-23,137,200.56,25,28.65,Andrade,AP,Loja Física,Milkshake
CLI4726,True,5,4 a 6 compras,Medio valor,2025-03-30,2025-07-26,118,170.17000000000002,19,34.03,Borges De Aragão,AL,App,Casquinha
CLI4727,True,6,4 a 6 compras,Baixo valor,2025-04-24,2025-08-21,119,93.11,12,15.52,Alves,GO,Parceiro,Picolé
CLI4728,True,8,7 a 10 compras,Alto valor,2025-03-14,2025-06-24,102,231.61,26,28.95,Castro,RJ,App,Casquinha
CLI4729,True,14,Mais de 10 compras,Alto valor,2025-02-21,2025-08-20,180,429.04,46,30.65,Azevedo Verde,ES,App,Picolé
CLI4730,True,9,7 a 10 compras,Alto valor,2025-03-09,2025-08-05,149,193.59,21,21.51,Cunha,AC,Parceiro,Pote
CLI4731,True,8,7 a 10 compras,Alto valor,2025-03-04,2025-08-14,163,237.41,25,29.68,Abreu,BA,Parceiro,Milkshake
CLI4732,True,6,4 a 6 compras,Alto valor,2025-02-25,2025-07-22,147,182.0,21,30.33,Campinas,DF,App,Pote
CLI4733,True,2,2 a 3 compras,Baixo valor,2025-03-06,2025-04-28,53,66.72999999999999,9,33.36,Abreu,PR,App,Picolé
CLI4734,True,4,4 a 6 compras,Medio valor,2025-02-20,2025-07-09,139,143.92000000000002,12,35.98,Campinas,BA,App,Milkshake
CLI4735,True,5,4 a 6 compras,Medio valor,2025-04-04,2025-07-25,112,145.6,14,29.12,Andrade,MS,App,Sundae
